* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A)  NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which Infineon disclaims to the maximum extent permitted by applicable law; and
* (B)  NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* LIMITATION OF LIABILITY:  IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR 
* ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved

Release:
	version 3.0


Tag	,	Weight	,	Net	,	Device	,	Terminal
Defect_Open_256	,	1	,	xdut.xi7.net014	,	xdut.xi7.xi118.mn10	,	D
Defect_Open_257	,	1	,	xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mptrans15	,	D
Defect_Open_258	,	1	,	xdut.xi7.net044	,	xdut.xi7.xi119.mp10	,	D
Defect_Open_259	,	1	,	xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mntrans13	,	D
Defect_Open_260	,	1	,	xdut.xi7.net044	,	xdut.xi7.xi119.mn10	,	D
Defect_Open_261	,	1	,	xdut.xi7.net068	,	xdut.xi7.xi136.mptrans25	,	D
Defect_Open_262	,	1	,	xdut.xi7.xi136.net39	,	xdut.xi7.xi136.mptrans24	,	D
Defect_Open_263	,	1	,	xdut.xi7.xi136.net39	,	xdut.xi7.xi136.mptrans23	,	D
Defect_Open_264	,	1	,	xdut.xi7.net068	,	xdut.xi7.xi136.mntrans22	,	D
Defect_Open_265	,	1	,	xdut.xi7.xi136.net39	,	xdut.xi7.xi136.mntrans21	,	D
Defect_Open_266	,	1	,	xdut.xi7.xi136.net32	,	xdut.xi7.xi136.mntrans20	,	D
Defect_Open_267	,	1	,	xdut.xi7.net0105	,	xdut.xi7.xi137.mptrans25	,	D
Defect_Open_268	,	1	,	xdut.xi7.xi137.net39	,	xdut.xi7.xi137.mptrans24	,	D
Defect_Open_269	,	1	,	xdut.xi7.xi137.net39	,	xdut.xi7.xi137.mptrans23	,	D
Defect_Open_270	,	1	,	xdut.xi7.net0105	,	xdut.xi7.xi137.mntrans22	,	D
Defect_Open_271	,	1	,	xdut.xi7.xi137.net39	,	xdut.xi7.xi137.mntrans21	,	D
Defect_Open_272	,	1	,	xdut.xi7.xi137.net32	,	xdut.xi7.xi137.mntrans20	,	D
Defect_Open_273	,	1	,	xdut.xi7.net050	,	xdut.xi7.xi143.mptrans10	,	D
Defect_Open_274	,	1	,	xdut.xi7.net050	,	xdut.xi7.xi143.mntrans11	,	D
Defect_Open_275	,	1	,	xdut.xi7.disable	,	xdut.xi7.xi92.mptrans10	,	D
Defect_Open_276	,	1	,	xdut.xi7.disable	,	xdut.xi7.xi92.mntrans11	,	D
Defect_Open_277	,	1	,	xdut.xi7.net059	,	xdut.xi7.xi106.mntrans19	,	D
Defect_Open_278	,	1	,	xdut.xi7.net059	,	xdut.xi7.xi106.mntrans18	,	D
Defect_Open_279	,	1	,	xdut.xi7.net059	,	xdut.xi7.xi106.mptrans17	,	D
Defect_Open_280	,	1	,	xdut.xi7.xi106.net27	,	xdut.xi7.xi106.mptrans16	,	D
Defect_Open_281	,	1	,	xdut.xi7.net057	,	xdut.xi7.xi107.mntrans19	,	D
Defect_Open_282	,	1	,	xdut.xi7.net057	,	xdut.xi7.xi107.mntrans18	,	D
Defect_Open_283	,	1	,	xdut.xi7.net057	,	xdut.xi7.xi107.mptrans17	,	D
Defect_Open_284	,	1	,	xdut.xi7.xi107.net27	,	xdut.xi7.xi107.mptrans16	,	D
Defect_Open_285	,	1	,	xdut.xi7.xi94.net24	,	xdut.xi7.xi94.mptrans15	,	D
Defect_Open_286	,	1	,	xdut.xi7.enable	,	xdut.xi7.xi94.mptrans14	,	D
Defect_Open_287	,	1	,	xdut.xi7.xi94.net24	,	xdut.xi7.xi94.mntrans13	,	D
Defect_Open_288	,	1	,	xdut.xi7.enable	,	xdut.xi7.xi94.mntrans12	,	D
Defect_Open_289	,	1	,	xdut.xi7.xi72.net15	,	xdut.xi7.xi72.xi146.mptrans10	,	D
Defect_Open_290	,	1	,	xdut.xi7.xi72.net15	,	xdut.xi7.xi72.xi146.mntrans11	,	D
Defect_Open_291	,	1	,	xdut.xi7.xi72.net14	,	xdut.xi7.xi72.xi47.mptrans10	,	D
Defect_Open_292	,	1	,	xdut.xi7.xi72.net14	,	xdut.xi7.xi72.xi47.mntrans11	,	D
Defect_Open_293	,	1	,	xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi48.mptrans10	,	D
Defect_Open_294	,	1	,	xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi48.mntrans11	,	D
Defect_Open_295	,	1	,	xdut.xi7.s1_n	,	xdut.xi7.xi72.xi35.mptrans10	,	D
Defect_Open_296	,	1	,	xdut.xi7.s1_n	,	xdut.xi7.xi72.xi35.mntrans11	,	D
Defect_Open_297	,	1	,	xdut.xi7.s1	,	xdut.xi7.xi72.xi34.mptrans10	,	D
Defect_Open_298	,	1	,	xdut.xi7.s1	,	xdut.xi7.xi72.xi34.mntrans11	,	D
Defect_Open_299	,	1	,	xdut.xi7.xi72.net15	,	xdut.xi7.xi72.xi49.mptrans10	,	D
Defect_Open_300	,	1	,	xdut.xi7.xi72.net15	,	xdut.xi7.xi72.xi49.mntrans11	,	D
Defect_Open_301	,	1	,	xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi31.mptrans10	,	D
Defect_Open_302	,	1	,	xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi31.mntrans11	,	D
Defect_Open_303	,	1	,	xdut.xi7.s1_n	,	xdut.xi7.xi72.xi30.mptrans10	,	D
Defect_Open_304	,	1	,	xdut.xi7.s1_n	,	xdut.xi7.xi72.xi30.mntrans11	,	D
Defect_Open_305	,	1	,	xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi33.mptrans10	,	D
Defect_Open_306	,	1	,	xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi33.mntrans11	,	D
Defect_Open_307	,	1	,	xdut.xi7.s1	,	xdut.xi7.xi72.xi27.mptrans10	,	D
Defect_Open_308	,	1	,	xdut.xi7.s1	,	xdut.xi7.xi72.xi27.mntrans11	,	D
Defect_Open_309	,	1	,	xdut.xi7.xi147.net15	,	xdut.xi7.xi147.xi146.mptrans10	,	D
Defect_Open_310	,	1	,	xdut.xi7.xi147.net15	,	xdut.xi7.xi147.xi146.mntrans11	,	D
Defect_Open_311	,	1	,	xdut.xi7.xi147.net14	,	xdut.xi7.xi147.xi47.mptrans10	,	D
Defect_Open_312	,	1	,	xdut.xi7.xi147.net14	,	xdut.xi7.xi147.xi47.mntrans11	,	D
Defect_Open_313	,	1	,	xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi48.mptrans10	,	D
Defect_Open_314	,	1	,	xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi48.mntrans11	,	D
Defect_Open_315	,	1	,	xdut.xi7.s0_n	,	xdut.xi7.xi147.xi35.mptrans10	,	D
Defect_Open_316	,	1	,	xdut.xi7.s0_n	,	xdut.xi7.xi147.xi35.mntrans11	,	D
Defect_Open_317	,	1	,	xdut.xi7.s0	,	xdut.xi7.xi147.xi34.mptrans10	,	D
Defect_Open_318	,	1	,	xdut.xi7.s0	,	xdut.xi7.xi147.xi34.mntrans11	,	D
Defect_Open_319	,	1	,	xdut.xi7.xi147.net15	,	xdut.xi7.xi147.xi49.mptrans10	,	D
Defect_Open_320	,	1	,	xdut.xi7.xi147.net15	,	xdut.xi7.xi147.xi49.mntrans11	,	D
Defect_Open_321	,	1	,	xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi31.mptrans10	,	D
Defect_Open_322	,	1	,	xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi31.mntrans11	,	D
Defect_Open_323	,	1	,	xdut.xi7.s0_n	,	xdut.xi7.xi147.xi30.mptrans10	,	D
Defect_Open_324	,	1	,	xdut.xi7.s0_n	,	xdut.xi7.xi147.xi30.mntrans11	,	D
Defect_Open_325	,	1	,	xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi33.mptrans10	,	D
Defect_Open_326	,	1	,	xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi33.mntrans11	,	D
Defect_Open_327	,	1	,	xdut.xi7.s0	,	xdut.xi7.xi147.xi27.mptrans10	,	D
Defect_Open_328	,	1	,	xdut.xi7.s0	,	xdut.xi7.xi147.xi27.mntrans11	,	D
Defect_Open_329	,	1	,	xdut.disable	,	xdut.m0	,	G
Defect_Open_330	,	1	,	xdut.disable	,	xdut.m35	,	G
Defect_Open_331	,	1	,	xdut.disable	,	xdut.m2	,	G
Defect_Open_332	,	1	,	xdut.xi137.net39	,	xdut.xi137.mptrans25	,	G
Defect_Open_333	,	1	,	xdut.net16	,	xdut.xi137.mptrans24	,	G
Defect_Open_334	,	1	,	xdut.enable	,	xdut.xi137.mptrans23	,	G
Defect_Open_335	,	1	,	xdut.xi137.net39	,	xdut.xi137.mntrans22	,	G
Defect_Open_336	,	1	,	xdut.net16	,	xdut.xi137.mntrans21	,	G
Defect_Open_337	,	1	,	xdut.enable	,	xdut.xi137.mntrans20	,	G
Defect_Open_338	,	1	,	xdut.xi136.net39	,	xdut.xi136.mptrans25	,	G
Defect_Open_339	,	1	,	xdut.net11	,	xdut.xi136.mptrans24	,	G
Defect_Open_340	,	1	,	xdut.enable	,	xdut.xi136.mptrans23	,	G
Defect_Open_341	,	1	,	xdut.xi136.net39	,	xdut.xi136.mntrans22	,	G
Defect_Open_342	,	1	,	xdut.net11	,	xdut.xi136.mntrans21	,	G
Defect_Open_343	,	1	,	xdut.enable	,	xdut.xi136.mntrans20	,	G
Defect_Open_344	,	1	,	vss!	,	xdut.xi72.xi146.mptrans10	,	G
Defect_Open_345	,	1	,	vdda_pulsed	,	xdut.xi72.xi146.mntrans11	,	G
Defect_Open_346	,	1	,	xdut.net028	,	xdut.xi72.xi47.mptrans10	,	G
Defect_Open_347	,	1	,	xdut.net028	,	xdut.xi72.xi47.mntrans11	,	G
Defect_Open_348	,	1	,	xdut.xi72.net14	,	xdut.xi72.xi48.mptrans10	,	G
Defect_Open_349	,	1	,	xdut.xi72.net14	,	xdut.xi72.xi48.mntrans11	,	G
Defect_Open_350	,	1	,	xdut.xi72.net11	,	xdut.xi72.xi35.mptrans10	,	G
Defect_Open_351	,	1	,	xdut.xi72.net11	,	xdut.xi72.xi35.mntrans11	,	G
Defect_Open_352	,	1	,	xdut.xi72.net9	,	xdut.xi72.xi34.mptrans10	,	G
Defect_Open_353	,	1	,	xdut.xi72.net9	,	xdut.xi72.xi34.mntrans11	,	G
Defect_Open_354	,	1	,	xdut.net028	,	xdut.xi72.xi49.mptrans10	,	G
Defect_Open_355	,	1	,	xdut.net028	,	xdut.xi72.xi49.mntrans11	,	G
Defect_Open_356	,	1	,	xdut.xi72.net9	,	xdut.xi72.xi31.mptrans10	,	G
Defect_Open_357	,	1	,	xdut.xi72.net9	,	xdut.xi72.xi31.mntrans11	,	G
Defect_Open_358	,	1	,	xdut.s1	,	xdut.xi72.xi30.mptrans10	,	G
Defect_Open_359	,	1	,	xdut.s1	,	xdut.xi72.xi30.mntrans11	,	G
Defect_Open_360	,	1	,	xdut.xi72.net11	,	xdut.xi72.xi33.mptrans10	,	G
Defect_Open_361	,	1	,	xdut.xi72.net11	,	xdut.xi72.xi33.mntrans11	,	G
Defect_Open_362	,	1	,	xdut.s1_n	,	xdut.xi72.xi27.mptrans10	,	G
Defect_Open_363	,	1	,	xdut.s1_n	,	xdut.xi72.xi27.mntrans11	,	G
Defect_Open_364	,	1	,	vss!	,	xdut.xi73.xi146.mptrans10	,	G
Defect_Open_365	,	1	,	vdda_pulsed	,	xdut.xi73.xi146.mntrans11	,	G
Defect_Open_366	,	1	,	xdut.net023	,	xdut.xi73.xi47.mptrans10	,	G
Defect_Open_367	,	1	,	xdut.net023	,	xdut.xi73.xi47.mntrans11	,	G
Defect_Open_368	,	1	,	xdut.xi73.net14	,	xdut.xi73.xi48.mptrans10	,	G
Defect_Open_369	,	1	,	xdut.xi73.net14	,	xdut.xi73.xi48.mntrans11	,	G
Defect_Open_370	,	1	,	xdut.xi73.net11	,	xdut.xi73.xi35.mptrans10	,	G
Defect_Open_371	,	1	,	xdut.xi73.net11	,	xdut.xi73.xi35.mntrans11	,	G
Defect_Open_372	,	1	,	xdut.xi73.net9	,	xdut.xi73.xi34.mptrans10	,	G
Defect_Open_373	,	1	,	xdut.xi73.net9	,	xdut.xi73.xi34.mntrans11	,	G
Defect_Open_374	,	1	,	xdut.net023	,	xdut.xi73.xi49.mptrans10	,	G
Defect_Open_375	,	1	,	xdut.net023	,	xdut.xi73.xi49.mntrans11	,	G
Defect_Open_376	,	1	,	xdut.xi73.net9	,	xdut.xi73.xi31.mptrans10	,	G
Defect_Open_377	,	1	,	xdut.xi73.net9	,	xdut.xi73.xi31.mntrans11	,	G
Defect_Open_378	,	1	,	xdut.s0	,	xdut.xi73.xi30.mptrans10	,	G
Defect_Open_379	,	1	,	xdut.s0	,	xdut.xi73.xi30.mntrans11	,	G
Defect_Open_380	,	1	,	xdut.xi73.net11	,	xdut.xi73.xi33.mptrans10	,	G
Defect_Open_381	,	1	,	xdut.xi73.net11	,	xdut.xi73.xi33.mntrans11	,	G
Defect_Open_382	,	1	,	xdut.s0_n	,	xdut.xi73.xi27.mptrans10	,	G
Defect_Open_383	,	1	,	xdut.s0_n	,	xdut.xi73.xi27.mntrans11	,	G
Defect_Open_384	,	1	,	xdut.xi74.net017	,	xdut.xi74.m22	,	G
Defect_Open_385	,	1	,	xdut.xi74.net022	,	xdut.xi74.m13	,	G
Defect_Open_386	,	1	,	xdut.xi74.net017	,	xdut.xi74.m12	,	G
Defect_Open_387	,	1	,	xdut.xi74.net022	,	xdut.xi74.m21	,	G
Defect_Open_388	,	1	,	xdut.xi74.net017	,	xdut.xi74.m20	,	G
Defect_Open_389	,	1	,	xdut.xi74.net022	,	xdut.xi74.m19	,	G
Defect_Open_390	,	4	,	xdut.vth_h	,	xdut.xi74.m5	,	G
Defect_Open_391	,	4	,	ref	,	xdut.xi74.m4	,	G
Defect_Open_392	,	1	,	xdut.xi74.net013	,	xdut.xi74.m18	,	G
Defect_Open_393	,	1	,	xdut.xi74.net013	,	xdut.xi74.m17	,	G
Defect_Open_394	,	1	,	xdut.xi74.net018	,	xdut.xi74.m6	,	G
Defect_Open_395	,	1	,	xdut.xi74.net012	,	xdut.xi74.m2	,	G
Defect_Open_396	,	2	,	xdut.xi74.net012	,	xdut.xi74.m9	,	G
Defect_Open_397	,	2	,	xdut.xi74.net018	,	xdut.xi74.m10	,	G
Defect_Open_398	,	1	,	xdut.xi74.net011	,	xdut.xi74.xi5.mptrans10	,	G
Defect_Open_399	,	1	,	xdut.xi74.net011	,	xdut.xi74.xi5.mntrans11	,	G
Defect_Open_400	,	1	,	xdut.xi75.net017	,	xdut.xi75.m22	,	G
Defect_Open_401	,	1	,	xdut.xi75.net022	,	xdut.xi75.m13	,	G
Defect_Open_402	,	1	,	xdut.xi75.net017	,	xdut.xi75.m12	,	G
Defect_Open_403	,	1	,	xdut.xi75.net022	,	xdut.xi75.m21	,	G
Defect_Open_404	,	1	,	xdut.xi75.net017	,	xdut.xi75.m20	,	G
Defect_Open_405	,	1	,	xdut.xi75.net022	,	xdut.xi75.m19	,	G
Defect_Open_406	,	4	,	ref	,	xdut.xi75.m5	,	G
Defect_Open_407	,	4	,	xdut.vth_l	,	xdut.xi75.m4	,	G
Defect_Open_408	,	1	,	xdut.xi75.net013	,	xdut.xi75.m18	,	G
Defect_Open_409	,	1	,	xdut.xi75.net013	,	xdut.xi75.m17	,	G
Defect_Open_410	,	1	,	xdut.xi75.net018	,	xdut.xi75.m6	,	G
Defect_Open_411	,	1	,	xdut.xi75.net012	,	xdut.xi75.m2	,	G
Defect_Open_412	,	2	,	xdut.xi75.net012	,	xdut.xi75.m9	,	G
Defect_Open_413	,	2	,	xdut.xi75.net018	,	xdut.xi75.m10	,	G
Defect_Open_414	,	1	,	xdut.xi75.net011	,	xdut.xi75.xi5.mptrans10	,	G
Defect_Open_415	,	1	,	xdut.xi75.net011	,	xdut.xi75.xi5.mntrans11	,	G
Defect_Open_416	,	1	,	overvoltage	,	xdut.xi62.mntrans27	,	G
Defect_Open_417	,	1	,	undervoltage	,	xdut.xi62.mntrans26	,	G
Defect_Open_418	,	1	,	xdut.xi62.net26	,	xdut.xi62.mntrans25	,	G
Defect_Open_419	,	1	,	overvoltage	,	xdut.xi62.mptrans24	,	G
Defect_Open_420	,	1	,	undervoltage	,	xdut.xi62.mptrans23	,	G
Defect_Open_421	,	1	,	xdut.xi62.net26	,	xdut.xi62.mptrans22	,	G
Defect_Open_422	,	1	,	disable	,	xdut.xi5.mntrans27	,	G
Defect_Open_423	,	1	,	xdut.err	,	xdut.xi5.mntrans26	,	G
Defect_Open_424	,	1	,	xdut.xi5.net26	,	xdut.xi5.mntrans25	,	G
Defect_Open_425	,	1	,	disable	,	xdut.xi5.mptrans24	,	G
Defect_Open_426	,	1	,	xdut.err	,	xdut.xi5.mptrans23	,	G
Defect_Open_427	,	1	,	xdut.xi5.net26	,	xdut.xi5.mptrans22	,	G
Defect_Open_428	,	1	,	xdut.net062	,	xdut.xi41.mptrans15	,	G
Defect_Open_429	,	1	,	xdut.xi41.net24	,	xdut.xi41.mptrans14	,	G
Defect_Open_430	,	1	,	xdut.net062	,	xdut.xi41.mntrans13	,	G
Defect_Open_431	,	1	,	xdut.xi41.net24	,	xdut.xi41.mntrans12	,	G
Defect_Open_432	,	1	,	xdut.net044	,	xdut.xi64.mptrans10	,	G
Defect_Open_433	,	1	,	xdut.net044	,	xdut.xi64.mntrans11	,	G
Defect_Open_434	,	1	,	xdut.net045	,	xdut.xi65.mptrans10	,	G
Defect_Open_435	,	1	,	xdut.net045	,	xdut.xi65.mntrans11	,	G
Defect_Open_436	,	1	,	xdut.disable	,	xdut.xi6.mptrans10	,	G
Defect_Open_437	,	1	,	xdut.disable	,	xdut.xi6.mntrans11	,	G
Defect_Open_438	,	1	,	clk	,	xdut.xi63.mptrans38	,	G
Defect_Open_439	,	1	,	xdut.enable	,	xdut.xi63.mptrans37	,	G
Defect_Open_440	,	1	,	clk	,	xdut.xi63.mntrans36	,	G
Defect_Open_441	,	1	,	xdut.enable	,	xdut.xi63.mntrans35	,	G
Defect_Open_442	,	1	,	xdut.disable	,	xdut.xi8.m0	,	G
Defect_Open_443	,	1	,	xdut.disable	,	xdut.xi8.m1	,	G
Defect_Open_444	,	1	,	xdut.disable	,	xdut.xi8.m4	,	G
Defect_Open_445	,	1	,	xdut.s0	,	xdut.xi8.xi13.m4	,	G
Defect_Open_446	,	1	,	xdut.s0_n	,	xdut.xi8.xi13.m3	,	G
Defect_Open_447	,	1	,	xdut.s1	,	xdut.xi8.xi15.m4	,	G
Defect_Open_448	,	1	,	xdut.s1_n	,	xdut.xi8.xi15.m3	,	G
Defect_Open_449	,	1	,	xdut.s1	,	xdut.xi8.xi12.m4	,	G
Defect_Open_450	,	1	,	xdut.s1_n	,	xdut.xi8.xi12.m3	,	G
Defect_Open_451	,	1	,	xdut.s0	,	xdut.xi8.xi78.m4	,	G
Defect_Open_452	,	1	,	xdut.s0_n	,	xdut.xi8.xi78.m3	,	G
Defect_Open_453	,	1	,	xdut.net062	,	xdut.xi40.mptrans10	,	G
Defect_Open_454	,	1	,	xdut.net062	,	xdut.xi40.mntrans11	,	G
Defect_Open_455	,	1	,	vss!	,	xdut.xi9.m9	,	G
Defect_Open_456	,	1	,	xdut.xi9.net012	,	xdut.xi9.m3	,	G
Defect_Open_457	,	1	,	xdut.disable	,	xdut.xi9.m6	,	G
Defect_Open_458	,	150	,	xdut.xi9.net07	,	xdut.xi9.m0	,	G
Defect_Open_459	,	1	,	xdut.disable	,	xdut.xi9.m7	,	G
Defect_Open_460	,	1	,	xdut.disable	,	xdut.xi9.xi64.mptrans10	,	G
Defect_Open_461	,	1	,	xdut.disable	,	xdut.xi9.xi64.mntrans11	,	G
Defect_Open_462	,	1	,	xdut.net12	,	xdut.xi32.xi8.mptrans38	,	G
Defect_Open_463	,	1	,	xdut.xi32.net13	,	xdut.xi32.xi8.mptrans37	,	G
Defect_Open_464	,	1	,	xdut.net12	,	xdut.xi32.xi8.mntrans36	,	G
Defect_Open_465	,	1	,	xdut.xi32.net13	,	xdut.xi32.xi8.mntrans35	,	G
Defect_Open_466	,	1	,	xdut.net23	,	xdut.xi32.xi7.mptrans38	,	G
Defect_Open_467	,	1	,	xdut.xi32.net14	,	xdut.xi32.xi7.mptrans37	,	G
Defect_Open_468	,	1	,	xdut.net23	,	xdut.xi32.xi7.mntrans36	,	G
Defect_Open_469	,	1	,	xdut.xi32.net14	,	xdut.xi32.xi7.mntrans35	,	G
Defect_Open_470	,	1	,	xdut.xi32.net7	,	xdut.xi32.xi6.mptrans38	,	G
Defect_Open_471	,	1	,	xdut.xi32.net11	,	xdut.xi32.xi6.mptrans37	,	G
Defect_Open_472	,	1	,	xdut.xi32.net7	,	xdut.xi32.xi6.mntrans36	,	G
Defect_Open_473	,	1	,	xdut.xi32.net11	,	xdut.xi32.xi6.mntrans35	,	G
Defect_Open_474	,	1	,	xdut.xi32.net7	,	xdut.xi32.xi5.mptrans38	,	G
Defect_Open_475	,	1	,	xdut.xi32.net12	,	xdut.xi32.xi5.mptrans37	,	G
Defect_Open_476	,	1	,	xdut.xi32.net7	,	xdut.xi32.xi5.mntrans36	,	G
Defect_Open_477	,	1	,	xdut.xi32.net12	,	xdut.xi32.xi5.mntrans35	,	G
Defect_Open_478	,	1	,	xdut.net13	,	xdut.xi32.xi4.mntrans36	,	G
Defect_Open_479	,	1	,	xdut.net13	,	xdut.xi32.xi4.mntrans35	,	G
Defect_Open_480	,	1	,	xdut.net13	,	xdut.xi32.xi3.mptrans38	,	G
Defect_Open_481	,	1	,	xdut.net12	,	xdut.xi32.xi3.mptrans37	,	G
Defect_Open_482	,	1	,	xdut.net13	,	xdut.xi32.xi3.mntrans36	,	G
Defect_Open_483	,	1	,	xdut.net12	,	xdut.xi32.xi3.mntrans35	,	G
Defect_Open_484	,	1	,	xdut.xi32.net12	,	xdut.xi32.xi2.mptrans38	,	G
Defect_Open_485	,	1	,	xdut.xi32.net17	,	xdut.xi32.xi2.mptrans37	,	G
Defect_Open_486	,	1	,	xdut.xi32.net12	,	xdut.xi32.xi2.mntrans36	,	G
Defect_Open_487	,	1	,	xdut.xi32.net17	,	xdut.xi32.xi2.mntrans35	,	G
Defect_Open_488	,	1	,	xdut.xi32.net11	,	xdut.xi32.xi1.mptrans38	,	G
Defect_Open_489	,	1	,	xdut.xi32.net18	,	xdut.xi32.xi1.mptrans37	,	G
Defect_Open_490	,	1	,	xdut.xi32.net11	,	xdut.xi32.xi1.mntrans36	,	G
Defect_Open_491	,	1	,	xdut.xi32.net18	,	xdut.xi32.xi1.mntrans35	,	G
Defect_Open_492	,	1	,	xdut.net13	,	xdut.xi32.xi105.mptrans38	,	G
Defect_Open_493	,	1	,	xdut.net23	,	xdut.xi32.xi105.mptrans37	,	G
Defect_Open_494	,	1	,	xdut.net13	,	xdut.xi32.xi105.mntrans36	,	G
Defect_Open_495	,	1	,	xdut.net23	,	xdut.xi32.xi105.mntrans35	,	G
Defect_Open_496	,	1	,	xdut.net16	,	xdut.xi68.xi8.mptrans38	,	G
Defect_Open_497	,	1	,	xdut.xi68.net13	,	xdut.xi68.xi8.mptrans37	,	G
Defect_Open_498	,	1	,	xdut.net16	,	xdut.xi68.xi8.mntrans36	,	G
Defect_Open_499	,	1	,	xdut.xi68.net13	,	xdut.xi68.xi8.mntrans35	,	G
Defect_Open_500	,	1	,	xdut.net11	,	xdut.xi68.xi7.mptrans38	,	G
Defect_Open_501	,	1	,	xdut.xi68.net14	,	xdut.xi68.xi7.mptrans37	,	G
Defect_Open_502	,	1	,	xdut.net11	,	xdut.xi68.xi7.mntrans36	,	G
Defect_Open_503	,	1	,	xdut.xi68.net14	,	xdut.xi68.xi7.mntrans35	,	G
Defect_Open_504	,	1	,	xdut.xi68.net7	,	xdut.xi68.xi6.mptrans38	,	G
Defect_Open_505	,	1	,	xdut.xi68.net11	,	xdut.xi68.xi6.mptrans37	,	G
Defect_Open_506	,	1	,	xdut.xi68.net7	,	xdut.xi68.xi6.mntrans36	,	G
Defect_Open_507	,	1	,	xdut.xi68.net11	,	xdut.xi68.xi6.mntrans35	,	G
Defect_Open_508	,	1	,	xdut.xi68.net7	,	xdut.xi68.xi5.mptrans38	,	G
Defect_Open_509	,	1	,	xdut.xi68.net12	,	xdut.xi68.xi5.mptrans37	,	G
Defect_Open_510	,	1	,	xdut.xi68.net7	,	xdut.xi68.xi5.mntrans36	,	G
Defect_Open_511	,	1	,	xdut.xi68.net12	,	xdut.xi68.xi5.mntrans35	,	G
Defect_Open_512	,	1	,	xdut.net14	,	xdut.xi68.xi4.mntrans36	,	G
Defect_Open_513	,	1	,	xdut.net14	,	xdut.xi68.xi4.mntrans35	,	G
Defect_Open_514	,	1	,	xdut.net14	,	xdut.xi68.xi3.mptrans38	,	G
Defect_Open_515	,	1	,	xdut.net16	,	xdut.xi68.xi3.mptrans37	,	G
Defect_Open_516	,	1	,	xdut.net14	,	xdut.xi68.xi3.mntrans36	,	G
Defect_Open_517	,	1	,	xdut.net16	,	xdut.xi68.xi3.mntrans35	,	G
Defect_Open_518	,	1	,	xdut.xi68.net12	,	xdut.xi68.xi2.mptrans38	,	G
Defect_Open_519	,	1	,	xdut.xi68.net17	,	xdut.xi68.xi2.mptrans37	,	G
Defect_Open_520	,	1	,	xdut.xi68.net12	,	xdut.xi68.xi2.mntrans36	,	G
Defect_Open_521	,	1	,	xdut.xi68.net17	,	xdut.xi68.xi2.mntrans35	,	G
Defect_Open_522	,	1	,	xdut.xi68.net11	,	xdut.xi68.xi1.mptrans38	,	G
Defect_Open_523	,	1	,	xdut.xi68.net18	,	xdut.xi68.xi1.mptrans37	,	G
Defect_Open_524	,	1	,	xdut.xi68.net11	,	xdut.xi68.xi1.mntrans36	,	G
Defect_Open_525	,	1	,	xdut.xi68.net18	,	xdut.xi68.xi1.mntrans35	,	G
Defect_Open_526	,	1	,	xdut.net14	,	xdut.xi68.xi105.mptrans38	,	G
Defect_Open_527	,	1	,	xdut.net11	,	xdut.xi68.xi105.mptrans37	,	G
Defect_Open_528	,	1	,	xdut.net14	,	xdut.xi68.xi105.mntrans36	,	G
Defect_Open_529	,	1	,	xdut.net11	,	xdut.xi68.xi105.mntrans35	,	G
Defect_Open_530	,	1	,	vss!	,	xdut.xi7.m2	,	G
Defect_Open_531	,	1	,	xdut.xi7.enable	,	xdut.xi7.m16	,	G
Defect_Open_532	,	1	,	xdut.xi7.enable	,	xdut.xi7.m14	,	G
Defect_Open_533	,	1	,	xdut.xi7.enable	,	xdut.xi7.m13	,	G
Defect_Open_534	,	1	,	xdut.xi7.enable	,	xdut.xi7.m12	,	G
Defect_Open_535	,	1	,	xdut.xi7.net078	,	xdut.xi7.m3	,	G
Defect_Open_536	,	1	,	xdut.xi7.net078	,	xdut.xi7.m1	,	G
Defect_Open_537	,	20	,	xdut.xi7.net0117	,	xdut.xi7.m11	,	G
Defect_Open_538	,	1	,	xdut.xi7.disable	,	xdut.xi7.m47	,	G
