* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A)  NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which Infineon disclaims to the maximum extent permitted by applicable law; and
* (B)  NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* LIMITATION OF LIABILITY:  IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR 
* ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved

Release:
	version 3.0


Tag	,	Weight	,	Net	,	Device	,	Terminal
Defect_Open_539	,	1	,	xdut.xi7.disable	,	xdut.xi7.m46	,	G
Defect_Open_540	,	1	,	xdut.xi7.vb_n	,	xdut.xi7.mn13	,	G
Defect_Open_541	,	1	,	xdut.xi7.disable	,	xdut.xi7.m45	,	G
Defect_Open_542	,	1	,	xdut.xi7.vb_n	,	xdut.xi7.m33	,	G
Defect_Open_543	,	1	,	xdut.xi7.disable	,	xdut.xi7.m44	,	G
Defect_Open_544	,	1	,	vdda_pulsed	,	xdut.xi7.m35	,	G
Defect_Open_545	,	1	,	ibias	,	xdut.xi7.mn17	,	G
Defect_Open_546	,	1	,	xdut.xi7.disable	,	xdut.xi7.m43	,	G
Defect_Open_547	,	4	,	xdut.xi7.net049	,	xdut.xi7.m5	,	G
Defect_Open_548	,	1	,	xdut.xi7.disable	,	xdut.xi7.m38	,	G
Defect_Open_549	,	1	,	ibias	,	xdut.xi7.m34	,	G
Defect_Open_550	,	4	,	xdut.xi7.net063	,	xdut.xi7.m4	,	G
Defect_Open_551	,	1	,	xdut.xi7.disable	,	xdut.xi7.m49	,	G
Defect_Open_552	,	10	,	xdut.xi7.vb_n	,	xdut.xi7.m50	,	G
Defect_Open_553	,	10	,	ibias	,	xdut.xi7.m51	,	G
Defect_Open_554	,	1	,	xdut.xi7.disable	,	xdut.xi7.m48	,	G
Defect_Open_555	,	1	,	xdut.xi7.s0	,	xdut.xi7.xi82.m4	,	G
Defect_Open_556	,	1	,	xdut.xi7.s0_n	,	xdut.xi7.xi82.m3	,	G
Defect_Open_557	,	1	,	xdut.xi7.s0	,	xdut.xi7.xi84.m4	,	G
Defect_Open_558	,	1	,	xdut.xi7.s0_n	,	xdut.xi7.xi84.m3	,	G
Defect_Open_559	,	1	,	xdut.xi7.s1	,	xdut.xi7.xi83.m4	,	G
Defect_Open_560	,	1	,	xdut.xi7.s1_n	,	xdut.xi7.xi83.m3	,	G
Defect_Open_561	,	1	,	xdut.xi7.s0	,	xdut.xi7.xi78.m4	,	G
Defect_Open_562	,	1	,	xdut.xi7.s0_n	,	xdut.xi7.xi78.m3	,	G
Defect_Open_563	,	1	,	xdut.xi7.s1	,	xdut.xi7.xi80.m4	,	G
Defect_Open_564	,	1	,	xdut.xi7.s1_n	,	xdut.xi7.xi80.m3	,	G
Defect_Open_565	,	1	,	xdut.xi7.s1	,	xdut.xi7.xi79.m4	,	G
Defect_Open_566	,	1	,	xdut.xi7.s1_n	,	xdut.xi7.xi79.m3	,	G
Defect_Open_567	,	1	,	xdut.xi7.s0	,	xdut.xi7.xi81.m4	,	G
Defect_Open_568	,	1	,	xdut.xi7.s0_n	,	xdut.xi7.xi81.m3	,	G
Defect_Open_569	,	1	,	xdut.xi7.s1	,	xdut.xi7.xi85.m4	,	G
Defect_Open_570	,	1	,	xdut.xi7.s1_n	,	xdut.xi7.xi85.m3	,	G
Defect_Open_571	,	1	,	xdut.xi7.net059	,	xdut.xi7.xi118.mptrans15	,	G
Defect_Open_572	,	1	,	xdut.xi7.xi118.net031	,	xdut.xi7.xi118.mp10	,	G
Defect_Open_573	,	1	,	xdut.xi7.net059	,	xdut.xi7.xi118.mntrans13	,	G
Defect_Open_574	,	1	,	xdut.xi7.xi118.net031	,	xdut.xi7.xi118.mn10	,	G
Defect_Open_575	,	1	,	xdut.xi7.net057	,	xdut.xi7.xi119.mptrans15	,	G
Defect_Open_576	,	1	,	xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mp10	,	G
Defect_Open_577	,	1	,	xdut.xi7.net057	,	xdut.xi7.xi119.mntrans13	,	G
Defect_Open_578	,	1	,	xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mn10	,	G
Defect_Open_579	,	1	,	xdut.xi7.xi136.net39	,	xdut.xi7.xi136.mptrans25	,	G
Defect_Open_580	,	1	,	xdut.xi7.net014	,	xdut.xi7.xi136.mptrans24	,	G
Defect_Open_581	,	1	,	xdut.xi7.enable	,	xdut.xi7.xi136.mptrans23	,	G
Defect_Open_582	,	1	,	xdut.xi7.xi136.net39	,	xdut.xi7.xi136.mntrans22	,	G
Defect_Open_583	,	1	,	xdut.xi7.net014	,	xdut.xi7.xi136.mntrans21	,	G
Defect_Open_584	,	1	,	xdut.xi7.enable	,	xdut.xi7.xi136.mntrans20	,	G
Defect_Open_585	,	1	,	xdut.xi7.xi137.net39	,	xdut.xi7.xi137.mptrans25	,	G
Defect_Open_586	,	1	,	xdut.xi7.net044	,	xdut.xi7.xi137.mptrans24	,	G
Defect_Open_587	,	1	,	xdut.xi7.enable	,	xdut.xi7.xi137.mptrans23	,	G
Defect_Open_588	,	1	,	xdut.xi7.xi137.net39	,	xdut.xi7.xi137.mntrans22	,	G
Defect_Open_589	,	1	,	xdut.xi7.net044	,	xdut.xi7.xi137.mntrans21	,	G
Defect_Open_590	,	1	,	xdut.xi7.enable	,	xdut.xi7.xi137.mntrans20	,	G
Defect_Open_591	,	1	,	xdut.net12	,	xdut.xi7.xi143.mptrans10	,	G
Defect_Open_592	,	1	,	xdut.net12	,	xdut.xi7.xi143.mntrans11	,	G
Defect_Open_593	,	1	,	xdut.enable	,	xdut.xi7.xi92.mptrans10	,	G
Defect_Open_594	,	1	,	xdut.enable	,	xdut.xi7.xi92.mntrans11	,	G
Defect_Open_595	,	1	,	xdut.net12	,	xdut.xi7.xi106.mntrans19	,	G
Defect_Open_596	,	1	,	xdut.xi7.net044	,	xdut.xi7.xi106.mntrans18	,	G
Defect_Open_597	,	1	,	xdut.net12	,	xdut.xi7.xi106.mptrans17	,	G
Defect_Open_598	,	1	,	xdut.xi7.net044	,	xdut.xi7.xi106.mptrans16	,	G
Defect_Open_599	,	1	,	xdut.xi7.net014	,	xdut.xi7.xi107.mntrans19	,	G
Defect_Open_600	,	1	,	xdut.xi7.net050	,	xdut.xi7.xi107.mntrans18	,	G
Defect_Open_601	,	1	,	xdut.xi7.net014	,	xdut.xi7.xi107.mptrans17	,	G
Defect_Open_602	,	1	,	xdut.xi7.net050	,	xdut.xi7.xi107.mptrans16	,	G
Defect_Open_603	,	1	,	xdut.enable	,	xdut.xi7.xi94.mptrans15	,	G
Defect_Open_604	,	1	,	xdut.xi7.xi94.net24	,	xdut.xi7.xi94.mptrans14	,	G
Defect_Open_605	,	1	,	xdut.enable	,	xdut.xi7.xi94.mntrans13	,	G
Defect_Open_606	,	1	,	xdut.xi7.xi94.net24	,	xdut.xi7.xi94.mntrans12	,	G
Defect_Open_607	,	1	,	vss!	,	xdut.xi7.xi72.xi146.mptrans10	,	G
Defect_Open_608	,	1	,	vdda_pulsed	,	xdut.xi7.xi72.xi146.mntrans11	,	G
Defect_Open_609	,	1	,	xdut.xi7.net068	,	xdut.xi7.xi72.xi47.mptrans10	,	G
Defect_Open_610	,	1	,	xdut.xi7.net068	,	xdut.xi7.xi72.xi47.mntrans11	,	G
Defect_Open_611	,	1	,	xdut.xi7.xi72.net14	,	xdut.xi7.xi72.xi48.mptrans10	,	G
Defect_Open_612	,	1	,	xdut.xi7.xi72.net14	,	xdut.xi7.xi72.xi48.mntrans11	,	G
Defect_Open_613	,	1	,	xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi35.mptrans10	,	G
Defect_Open_614	,	1	,	xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi35.mntrans11	,	G
Defect_Open_615	,	1	,	xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi34.mptrans10	,	G
Defect_Open_616	,	1	,	xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi34.mntrans11	,	G
Defect_Open_617	,	1	,	xdut.xi7.net068	,	xdut.xi7.xi72.xi49.mptrans10	,	G
Defect_Open_618	,	1	,	xdut.xi7.net068	,	xdut.xi7.xi72.xi49.mntrans11	,	G
Defect_Open_619	,	1	,	xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi31.mptrans10	,	G
Defect_Open_620	,	1	,	xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi31.mntrans11	,	G
Defect_Open_621	,	1	,	xdut.xi7.s1	,	xdut.xi7.xi72.xi30.mptrans10	,	G
Defect_Open_622	,	1	,	xdut.xi7.s1	,	xdut.xi7.xi72.xi30.mntrans11	,	G
Defect_Open_623	,	1	,	xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi33.mptrans10	,	G
Defect_Open_624	,	1	,	xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi33.mntrans11	,	G
Defect_Open_625	,	1	,	xdut.xi7.s1_n	,	xdut.xi7.xi72.xi27.mptrans10	,	G
Defect_Open_626	,	1	,	xdut.xi7.s1_n	,	xdut.xi7.xi72.xi27.mntrans11	,	G
Defect_Open_627	,	1	,	vss!	,	xdut.xi7.xi147.xi146.mptrans10	,	G
Defect_Open_628	,	1	,	vdda_pulsed	,	xdut.xi7.xi147.xi146.mntrans11	,	G
Defect_Open_629	,	1	,	xdut.xi7.net0105	,	xdut.xi7.xi147.xi47.mptrans10	,	G
Defect_Open_630	,	1	,	xdut.xi7.net0105	,	xdut.xi7.xi147.xi47.mntrans11	,	G
Defect_Open_631	,	1	,	xdut.xi7.xi147.net14	,	xdut.xi7.xi147.xi48.mptrans10	,	G
Defect_Open_632	,	1	,	xdut.xi7.xi147.net14	,	xdut.xi7.xi147.xi48.mntrans11	,	G
Defect_Open_633	,	1	,	xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi35.mptrans10	,	G
Defect_Open_634	,	1	,	xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi35.mntrans11	,	G
Defect_Open_635	,	1	,	xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi34.mptrans10	,	G
Defect_Open_636	,	1	,	xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi34.mntrans11	,	G
Defect_Open_637	,	1	,	xdut.xi7.net0105	,	xdut.xi7.xi147.xi49.mptrans10	,	G
Defect_Open_638	,	1	,	xdut.xi7.net0105	,	xdut.xi7.xi147.xi49.mntrans11	,	G
Defect_Open_639	,	1	,	xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi31.mptrans10	,	G
Defect_Open_640	,	1	,	xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi31.mntrans11	,	G
Defect_Open_641	,	1	,	xdut.xi7.s0	,	xdut.xi7.xi147.xi30.mptrans10	,	G
Defect_Open_642	,	1	,	xdut.xi7.s0	,	xdut.xi7.xi147.xi30.mntrans11	,	G
Defect_Open_643	,	1	,	xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi33.mptrans10	,	G
Defect_Open_644	,	1	,	xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi33.mntrans11	,	G
Defect_Open_645	,	1	,	xdut.xi7.s0_n	,	xdut.xi7.xi147.xi27.mptrans10	,	G
Defect_Open_646	,	1	,	xdut.xi7.s0_n	,	xdut.xi7.xi147.xi27.mntrans11	,	G
Defect_Open_647	,	1	,	xdut.feedback	,	xdut.m0	,	S
Defect_Open_648	,	1	,	vss!	,	xdut.m35	,	S
Defect_Open_649	,	1	,	ref	,	xdut.m2	,	S
Defect_Open_650	,	1	,	vdda_pulsed	,	xdut.xi137.mptrans25	,	S
Defect_Open_651	,	1	,	vdda_pulsed	,	xdut.xi137.mptrans24	,	S
Defect_Open_652	,	1	,	vdda_pulsed	,	xdut.xi137.mptrans23	,	S
Defect_Open_653	,	1	,	vss!	,	xdut.xi137.mntrans22	,	S
Defect_Open_654	,	1	,	xdut.xi137.net32	,	xdut.xi137.mntrans21	,	S
Defect_Open_655	,	1	,	vss!	,	xdut.xi137.mntrans20	,	S
Defect_Open_656	,	1	,	vdda_pulsed	,	xdut.xi136.mptrans25	,	S
Defect_Open_657	,	1	,	vdda_pulsed	,	xdut.xi136.mptrans24	,	S
Defect_Open_658	,	1	,	vdda_pulsed	,	xdut.xi136.mptrans23	,	S
Defect_Open_659	,	1	,	vss!	,	xdut.xi136.mntrans22	,	S
Defect_Open_660	,	1	,	xdut.xi136.net32	,	xdut.xi136.mntrans21	,	S
Defect_Open_661	,	1	,	vss!	,	xdut.xi136.mntrans20	,	S
Defect_Open_662	,	1	,	xdut.xi72.net9	,	xdut.xi72.xi146.mptrans10	,	S
Defect_Open_663	,	1	,	xdut.xi72.net9	,	xdut.xi72.xi146.mntrans11	,	S
Defect_Open_664	,	1	,	vdda_pulsed	,	xdut.xi72.xi47.mptrans10	,	S
Defect_Open_665	,	1	,	vss!	,	xdut.xi72.xi47.mntrans11	,	S
Defect_Open_666	,	1	,	vdda_pulsed	,	xdut.xi72.xi48.mptrans10	,	S
Defect_Open_667	,	1	,	vss!	,	xdut.xi72.xi48.mntrans11	,	S
Defect_Open_668	,	1	,	vdda_pulsed	,	xdut.xi72.xi35.mptrans10	,	S
Defect_Open_669	,	1	,	vss!	,	xdut.xi72.xi35.mntrans11	,	S
Defect_Open_670	,	1	,	vdda_pulsed	,	xdut.xi72.xi34.mptrans10	,	S
Defect_Open_671	,	1	,	vss!	,	xdut.xi72.xi34.mntrans11	,	S
Defect_Open_672	,	1	,	vdda_pulsed	,	xdut.xi72.xi49.mptrans10	,	S
Defect_Open_673	,	1	,	vss!	,	xdut.xi72.xi49.mntrans11	,	S
Defect_Open_674	,	1	,	vdda_pulsed	,	xdut.xi72.xi31.mptrans10	,	S
Defect_Open_675	,	1	,	vss!	,	xdut.xi72.xi31.mntrans11	,	S
Defect_Open_676	,	1	,	vdda_pulsed	,	xdut.xi72.xi30.mptrans10	,	S
Defect_Open_677	,	1	,	vss!	,	xdut.xi72.xi30.mntrans11	,	S
Defect_Open_678	,	1	,	vdda_pulsed	,	xdut.xi72.xi33.mptrans10	,	S
Defect_Open_679	,	1	,	vss!	,	xdut.xi72.xi33.mntrans11	,	S
Defect_Open_680	,	1	,	vdda_pulsed	,	xdut.xi72.xi27.mptrans10	,	S
Defect_Open_681	,	1	,	vss!	,	xdut.xi72.xi27.mntrans11	,	S
Defect_Open_682	,	1	,	xdut.xi73.net9	,	xdut.xi73.xi146.mptrans10	,	S
Defect_Open_683	,	1	,	xdut.xi73.net9	,	xdut.xi73.xi146.mntrans11	,	S
Defect_Open_684	,	1	,	vdda_pulsed	,	xdut.xi73.xi47.mptrans10	,	S
Defect_Open_685	,	1	,	vss!	,	xdut.xi73.xi47.mntrans11	,	S
Defect_Open_686	,	1	,	vdda_pulsed	,	xdut.xi73.xi48.mptrans10	,	S
Defect_Open_687	,	1	,	vss!	,	xdut.xi73.xi48.mntrans11	,	S
Defect_Open_688	,	1	,	vdda_pulsed	,	xdut.xi73.xi35.mptrans10	,	S
Defect_Open_689	,	1	,	vss!	,	xdut.xi73.xi35.mntrans11	,	S
Defect_Open_690	,	1	,	vdda_pulsed	,	xdut.xi73.xi34.mptrans10	,	S
Defect_Open_691	,	1	,	vss!	,	xdut.xi73.xi34.mntrans11	,	S
Defect_Open_692	,	1	,	vdda_pulsed	,	xdut.xi73.xi49.mptrans10	,	S
Defect_Open_693	,	1	,	vss!	,	xdut.xi73.xi49.mntrans11	,	S
Defect_Open_694	,	1	,	vdda_pulsed	,	xdut.xi73.xi31.mptrans10	,	S
Defect_Open_695	,	1	,	vss!	,	xdut.xi73.xi31.mntrans11	,	S
Defect_Open_696	,	1	,	vdda_pulsed	,	xdut.xi73.xi30.mptrans10	,	S
Defect_Open_697	,	1	,	vss!	,	xdut.xi73.xi30.mntrans11	,	S
Defect_Open_698	,	1	,	vdda_pulsed	,	xdut.xi73.xi33.mptrans10	,	S
Defect_Open_699	,	1	,	vss!	,	xdut.xi73.xi33.mntrans11	,	S
Defect_Open_700	,	1	,	vdda_pulsed	,	xdut.xi73.xi27.mptrans10	,	S
Defect_Open_701	,	1	,	vss!	,	xdut.xi73.xi27.mntrans11	,	S
Defect_Open_702	,	1	,	vss!	,	xdut.xi74.m22	,	S
Defect_Open_703	,	1	,	vss!	,	xdut.xi74.m13	,	S
Defect_Open_704	,	1	,	vss!	,	xdut.xi74.m12	,	S
Defect_Open_705	,	1	,	vss!	,	xdut.xi74.m21	,	S
Defect_Open_706	,	1	,	vss!	,	xdut.xi74.m20	,	S
Defect_Open_707	,	1	,	vss!	,	xdut.xi74.m19	,	S
Defect_Open_708	,	4	,	xdut.xi74.net11	,	xdut.xi74.m5	,	S
Defect_Open_709	,	4	,	xdut.xi74.net11	,	xdut.xi74.m4	,	S
Defect_Open_710	,	1	,	vdda_pulsed	,	xdut.xi74.m18	,	S
Defect_Open_711	,	1	,	vdda_pulsed	,	xdut.xi74.m17	,	S
Defect_Open_712	,	1	,	vdda_pulsed	,	xdut.xi74.m6	,	S
Defect_Open_713	,	1	,	vdda_pulsed	,	xdut.xi74.m2	,	S
Defect_Open_714	,	2	,	vdda_pulsed	,	xdut.xi74.m9	,	S
Defect_Open_715	,	2	,	vdda_pulsed	,	xdut.xi74.m10	,	S
Defect_Open_716	,	1	,	vdda_pulsed	,	xdut.xi74.xi5.mptrans10	,	S
Defect_Open_717	,	1	,	vss!	,	xdut.xi74.xi5.mntrans11	,	S
Defect_Open_718	,	1	,	vss!	,	xdut.xi75.m22	,	S
Defect_Open_719	,	1	,	vss!	,	xdut.xi75.m13	,	S
Defect_Open_720	,	1	,	vss!	,	xdut.xi75.m12	,	S
Defect_Open_721	,	1	,	vss!	,	xdut.xi75.m21	,	S
Defect_Open_722	,	1	,	vss!	,	xdut.xi75.m20	,	S
Defect_Open_723	,	1	,	vss!	,	xdut.xi75.m19	,	S
Defect_Open_724	,	4	,	xdut.xi75.net11	,	xdut.xi75.m5	,	S
Defect_Open_725	,	4	,	xdut.xi75.net11	,	xdut.xi75.m4	,	S
Defect_Open_726	,	1	,	vdda_pulsed	,	xdut.xi75.m18	,	S
Defect_Open_727	,	1	,	vdda_pulsed	,	xdut.xi75.m17	,	S
Defect_Open_728	,	1	,	vdda_pulsed	,	xdut.xi75.m6	,	S
Defect_Open_729	,	1	,	vdda_pulsed	,	xdut.xi75.m2	,	S
Defect_Open_730	,	2	,	vdda_pulsed	,	xdut.xi75.m9	,	S
Defect_Open_731	,	2	,	vdda_pulsed	,	xdut.xi75.m10	,	S
Defect_Open_732	,	1	,	vdda_pulsed	,	xdut.xi75.xi5.mptrans10	,	S
Defect_Open_733	,	1	,	vss!	,	xdut.xi75.xi5.mntrans11	,	S
Defect_Open_734	,	1	,	vss!	,	xdut.xi62.mntrans27	,	S
Defect_Open_735	,	1	,	vss!	,	xdut.xi62.mntrans26	,	S
Defect_Open_736	,	1	,	vss!	,	xdut.xi62.mntrans25	,	S
Defect_Open_737	,	1	,	xdut.xi62.net41	,	xdut.xi62.mptrans24	,	S
Defect_Open_738	,	1	,	vdda_pulsed	,	xdut.xi62.mptrans23	,	S
Defect_Open_739	,	1	,	vdda_pulsed	,	xdut.xi62.mptrans22	,	S
Defect_Open_740	,	1	,	vss!	,	xdut.xi5.mntrans27	,	S
Defect_Open_741	,	1	,	vss!	,	xdut.xi5.mntrans26	,	S
Defect_Open_742	,	1	,	vss!	,	xdut.xi5.mntrans25	,	S
Defect_Open_743	,	1	,	xdut.xi5.net41	,	xdut.xi5.mptrans24	,	S
Defect_Open_744	,	1	,	vdda_pulsed	,	xdut.xi5.mptrans23	,	S
Defect_Open_745	,	1	,	vdda_pulsed	,	xdut.xi5.mptrans22	,	S
Defect_Open_746	,	1	,	vdda_pulsed	,	xdut.xi41.mptrans15	,	S
Defect_Open_747	,	1	,	vdda_pulsed	,	xdut.xi41.mptrans14	,	S
Defect_Open_748	,	1	,	vss!	,	xdut.xi41.mntrans13	,	S
Defect_Open_749	,	1	,	vss!	,	xdut.xi41.mntrans12	,	S
Defect_Open_750	,	1	,	vdda_pulsed	,	xdut.xi64.mptrans10	,	S
Defect_Open_751	,	1	,	vss!	,	xdut.xi64.mntrans11	,	S
Defect_Open_752	,	1	,	vdda_pulsed	,	xdut.xi65.mptrans10	,	S
Defect_Open_753	,	1	,	vss!	,	xdut.xi65.mntrans11	,	S
Defect_Open_754	,	1	,	vdda_pulsed	,	xdut.xi6.mptrans10	,	S
Defect_Open_755	,	1	,	vss!	,	xdut.xi6.mntrans11	,	S
Defect_Open_756	,	1	,	vdda_pulsed	,	xdut.xi63.mptrans38	,	S
Defect_Open_757	,	1	,	vdda_pulsed	,	xdut.xi63.mptrans37	,	S
Defect_Open_758	,	1	,	vss!	,	xdut.xi63.mntrans36	,	S
Defect_Open_759	,	1	,	xdut.xi63.net25	,	xdut.xi63.mntrans35	,	S
Defect_Open_760	,	1	,	vss!	,	xdut.xi8.m0	,	S
Defect_Open_761	,	1	,	xdut.amp_out	,	xdut.xi8.m1	,	S
Defect_Open_762	,	1	,	vss!	,	xdut.xi8.m4	,	S
Defect_Open_763	,	1	,	xdut.gate	,	xdut.xi8.xi13.m4	,	S
Defect_Open_764	,	1	,	xdut.xi8.net028	,	xdut.xi8.xi13.m3	,	S
Defect_Open_765	,	1	,	xdut.xi8.net028	,	xdut.xi8.xi15.m4	,	S
Defect_Open_766	,	1	,	xdut.amp_out	,	xdut.xi8.xi15.m3	,	S
Defect_Open_767	,	1	,	xdut.gate	,	xdut.xi8.xi12.m4	,	S
Defect_Open_768	,	1	,	xdut.xi8.net027	,	xdut.xi8.xi12.m3	,	S
Defect_Open_769	,	1	,	xdut.xi8.net027	,	xdut.xi8.xi78.m4	,	S
Defect_Open_770	,	1	,	xdut.amp_out	,	xdut.xi8.xi78.m3	,	S
Defect_Open_771	,	1	,	vdda_pulsed	,	xdut.xi40.mptrans10	,	S
Defect_Open_772	,	1	,	vss!	,	xdut.xi40.mntrans11	,	S
Defect_Open_773	,	1	,	vdda_pulsed	,	xdut.xi9.m9	,	S
Defect_Open_774	,	1	,	vdda_pulsed	,	xdut.xi9.m3	,	S
Defect_Open_775	,	1	,	xdut.xi9.net07	,	xdut.xi9.m6	,	S
Defect_Open_776	,	150	,	vdda_pulsed	,	xdut.xi9.m0	,	S
Defect_Open_777	,	1	,	vss!	,	xdut.xi9.m7	,	S
Defect_Open_778	,	1	,	vdda_pulsed	,	xdut.xi9.xi64.mptrans10	,	S
Defect_Open_779	,	1	,	vss!	,	xdut.xi9.xi64.mntrans11	,	S
Defect_Open_780	,	1	,	vdda_pulsed	,	xdut.xi32.xi8.mptrans38	,	S
Defect_Open_781	,	1	,	vdda_pulsed	,	xdut.xi32.xi8.mptrans37	,	S
Defect_Open_782	,	1	,	vss!	,	xdut.xi32.xi8.mntrans36	,	S
Defect_Open_783	,	1	,	xdut.xi32.xi8.net25	,	xdut.xi32.xi8.mntrans35	,	S
Defect_Open_784	,	1	,	vdda_pulsed	,	xdut.xi32.xi7.mptrans38	,	S
Defect_Open_785	,	1	,	vdda_pulsed	,	xdut.xi32.xi7.mptrans37	,	S
Defect_Open_786	,	1	,	vss!	,	xdut.xi32.xi7.mntrans36	,	S
Defect_Open_787	,	1	,	xdut.xi32.xi7.net25	,	xdut.xi32.xi7.mntrans35	,	S
Defect_Open_788	,	1	,	vdda_pulsed	,	xdut.xi32.xi6.mptrans38	,	S
Defect_Open_789	,	1	,	vdda_pulsed	,	xdut.xi32.xi6.mptrans37	,	S
Defect_Open_790	,	1	,	vss!	,	xdut.xi32.xi6.mntrans36	,	S
Defect_Open_791	,	1	,	xdut.xi32.xi6.net25	,	xdut.xi32.xi6.mntrans35	,	S
Defect_Open_792	,	1	,	vdda_pulsed	,	xdut.xi32.xi5.mptrans38	,	S
Defect_Open_793	,	1	,	vdda_pulsed	,	xdut.xi32.xi5.mptrans37	,	S
Defect_Open_794	,	1	,	vss!	,	xdut.xi32.xi5.mntrans36	,	S
Defect_Open_795	,	1	,	xdut.xi32.xi5.net25	,	xdut.xi32.xi5.mntrans35	,	S
Defect_Open_796	,	1	,	vss!	,	xdut.xi32.xi4.mntrans36	,	S
Defect_Open_797	,	1	,	xdut.xi32.xi4.net25	,	xdut.xi32.xi4.mntrans35	,	S
Defect_Open_798	,	1	,	vdda_pulsed	,	xdut.xi32.xi3.mptrans38	,	S
Defect_Open_799	,	1	,	vdda_pulsed	,	xdut.xi32.xi3.mptrans37	,	S
Defect_Open_800	,	1	,	vss!	,	xdut.xi32.xi3.mntrans36	,	S
Defect_Open_801	,	1	,	xdut.xi32.xi3.net25	,	xdut.xi32.xi3.mntrans35	,	S
Defect_Open_802	,	1	,	vdda_pulsed	,	xdut.xi32.xi2.mptrans38	,	S
Defect_Open_803	,	1	,	vdda_pulsed	,	xdut.xi32.xi2.mptrans37	,	S
Defect_Open_804	,	1	,	vss!	,	xdut.xi32.xi2.mntrans36	,	S
Defect_Open_805	,	1	,	xdut.xi32.xi2.net25	,	xdut.xi32.xi2.mntrans35	,	S
Defect_Open_806	,	1	,	vdda_pulsed	,	xdut.xi32.xi1.mptrans38	,	S
Defect_Open_807	,	1	,	vdda_pulsed	,	xdut.xi32.xi1.mptrans37	,	S
Defect_Open_808	,	1	,	vss!	,	xdut.xi32.xi1.mntrans36	,	S
Defect_Open_809	,	1	,	xdut.xi32.xi1.net25	,	xdut.xi32.xi1.mntrans35	,	S
Defect_Open_810	,	1	,	vdda_pulsed	,	xdut.xi32.xi105.mptrans38	,	S
Defect_Open_811	,	1	,	vdda_pulsed	,	xdut.xi32.xi105.mptrans37	,	S
Defect_Open_812	,	1	,	vss!	,	xdut.xi32.xi105.mntrans36	,	S
Defect_Open_813	,	1	,	xdut.xi32.xi105.net25	,	xdut.xi32.xi105.mntrans35	,	S
Defect_Open_814	,	1	,	vdda_pulsed	,	xdut.xi68.xi8.mptrans38	,	S
Defect_Open_815	,	1	,	vdda_pulsed	,	xdut.xi68.xi8.mptrans37	,	S
Defect_Open_816	,	1	,	vss!	,	xdut.xi68.xi8.mntrans36	,	S
Defect_Open_817	,	1	,	xdut.xi68.xi8.net25	,	xdut.xi68.xi8.mntrans35	,	S
Defect_Open_818	,	1	,	vdda_pulsed	,	xdut.xi68.xi7.mptrans38	,	S
Defect_Open_819	,	1	,	vdda_pulsed	,	xdut.xi68.xi7.mptrans37	,	S
Defect_Open_820	,	1	,	vss!	,	xdut.xi68.xi7.mntrans36	,	S
Defect_Open_821	,	1	,	xdut.xi68.xi7.net25	,	xdut.xi68.xi7.mntrans35	,	S
Defect_Open_822	,	1	,	vdda_pulsed	,	xdut.xi68.xi6.mptrans38	,	S
Defect_Open_823	,	1	,	vdda_pulsed	,	xdut.xi68.xi6.mptrans37	,	S
Defect_Open_824	,	1	,	vss!	,	xdut.xi68.xi6.mntrans36	,	S
Defect_Open_825	,	1	,	xdut.xi68.xi6.net25	,	xdut.xi68.xi6.mntrans35	,	S
Defect_Open_826	,	1	,	vdda_pulsed	,	xdut.xi68.xi5.mptrans38	,	S
Defect_Open_827	,	1	,	vdda_pulsed	,	xdut.xi68.xi5.mptrans37	,	S
Defect_Open_828	,	1	,	vss!	,	xdut.xi68.xi5.mntrans36	,	S
