* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A) NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which  Infineon disclaims to the maximum extent permitted by applicable law; and
* (B) NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* (C) LIMITATION OF LIABILITY: IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved.

* Note:
* The CMOS transistor models used, were freely available models downloaded from: http://ptm.asu.edu.
* The bipolar transistor models are from: The Development of Bipolar Log-Domain Filters in a Standard CMOS Process, G. D. Duerden, G. W. Roberts, M. J. Deen, 2001

* Release:
* 	version 2.0

Tag,Net,path-port,device,terminal
TAG	,	Net	,	Path	,	Device	,	Terminal
2X_1484	,	DUT.I57.I168.net24	,	DUT.I57.I168.I138.M124:d	,	nreg	,	d
2X_1485	,	DUT.I57.I168.net24	,	DUT.I57.I168.I138.M53:d	,	nreg	,	d
2X_1486	,	DUT.I57.I168.I0.net39	,	DUT.I57.I168.I0.ptrans24:d	,	preg	,	d
2X_1487	,	DUT.I57.I168.I0.net39	,	DUT.I57.I168.I0.ptrans23:d	,	preg	,	d
2X_1488	,	DUT.I57.I168.I0.net39	,	DUT.I57.I168.I0.ntrans21:d	,	nreg	,	d
2X_1489	,	DUT.I57.I168.I0.net32	,	DUT.I57.I168.I0.ntrans20:d	,	nreg	,	d
2X_1490	,	DUT.I57.I168.I160.net39	,	DUT.I57.I168.I160.ptrans24:d	,	preg	,	d
2X_1491	,	DUT.I57.I168.I160.net39	,	DUT.I57.I168.I160.ptrans23:d	,	preg	,	d
2X_1492	,	DUT.I57.I168.I160.net39	,	DUT.I57.I168.I160.ntrans21:d	,	nreg	,	d
2X_1493	,	DUT.I57.I168.I160.net32	,	DUT.I57.I168.I160.ntrans20:d	,	nreg	,	d
2X_1494	,	DUT.I57.I168.I153.net39	,	DUT.I57.I168.I153.ptrans24:d	,	preg	,	d
2X_1495	,	DUT.I57.I168.I153.net39	,	DUT.I57.I168.I153.ptrans23:d	,	preg	,	d
2X_1496	,	DUT.I57.I168.I153.net39	,	DUT.I57.I168.I153.ntrans21:d	,	nreg	,	d
2X_1497	,	DUT.I57.I168.I153.net32	,	DUT.I57.I168.I153.ntrans20:d	,	nreg	,	d
2X_1498	,	DUT.I57.I168.I141.net52	,	DUT.I57.I168.I141.M121:d	,	nreg	,	d
2X_1499	,	DUT.I57.I168.I141.b	,	DUT.I57.I168.I141.M127:d	,	preg	,	d
2X_1500	,	DUT.I57.I168.I141.b	,	DUT.I57.I168.I141.M48:d	,	preg	,	d
2X_1501	,	DUT.I57.I168.I141.b	,	DUT.I57.I168.I141.M126:d	,	nreg	,	d
2X_1502	,	DUT.I57.I168.I141.b	,	DUT.I57.I168.I141.M52:d	,	nreg	,	d
2X_1503	,	DUT.I57.I168.I141.net47	,	DUT.I57.I168.I141.M132:d	,	nreg	,	d
2X_1504	,	DUT.I57.I168.I141.a	,	DUT.I57.I168.I141.M131:d	,	preg	,	d
2X_1505	,	DUT.I57.I168.I141.a	,	DUT.I57.I168.I141.M119:d	,	preg	,	d
2X_1506	,	DUT.I57.I168.I141.a	,	DUT.I57.I168.I141.M130:d	,	nreg	,	d
2X_1507	,	DUT.I57.I168.I141.a	,	DUT.I57.I168.I141.M45:d	,	nreg	,	d
2X_1508	,	DUT.I57.I168.I141.net49	,	DUT.I57.I168.I141.M128:d	,	nreg	,	d
2X_1509	,	DUT.I57.I168.I141.net38	,	DUT.I57.I168.I141.M120:d	,	nreg	,	d
2X_1510	,	DUT.I57.I168.I141.net36	,	DUT.I57.I168.I141.M51:d	,	nreg	,	d
2X_1511	,	DUT.I57.I168.I141.net46	,	DUT.I57.I168.I141.M129:d	,	preg	,	d
2X_1512	,	DUT.I57.I168.I141.net44	,	DUT.I57.I168.I141.M125:d	,	preg	,	d
2X_1513	,	DUT.I57.I168.I141.net42	,	DUT.I57.I168.I141.M123:d	,	preg	,	d
2X_1514	,	DUT.I57.I168.I141.net40	,	DUT.I57.I168.I141.M43:d	,	preg	,	d
2X_1515	,	DUT.I57.I168.I140.net52	,	DUT.I57.I168.I140.M121:d	,	nreg	,	d
2X_1516	,	DUT.I57.I168.I140.b	,	DUT.I57.I168.I140.M127:d	,	preg	,	d
2X_1517	,	DUT.I57.I168.I140.b	,	DUT.I57.I168.I140.M48:d	,	preg	,	d
2X_1518	,	DUT.I57.I168.I140.b	,	DUT.I57.I168.I140.M126:d	,	nreg	,	d
2X_1519	,	DUT.I57.I168.I140.b	,	DUT.I57.I168.I140.M52:d	,	nreg	,	d
2X_1520	,	DUT.I57.I168.I140.net47	,	DUT.I57.I168.I140.M132:d	,	nreg	,	d
2X_1521	,	DUT.I57.I168.I140.a	,	DUT.I57.I168.I140.M131:d	,	preg	,	d
2X_1522	,	DUT.I57.I168.I140.a	,	DUT.I57.I168.I140.M119:d	,	preg	,	d
2X_1523	,	DUT.I57.I168.I140.a	,	DUT.I57.I168.I140.M130:d	,	nreg	,	d
2X_1524	,	DUT.I57.I168.I140.a	,	DUT.I57.I168.I140.M45:d	,	nreg	,	d
2X_1525	,	DUT.I57.I168.I140.net49	,	DUT.I57.I168.I140.M128:d	,	nreg	,	d
2X_1526	,	DUT.I57.I168.I140.net38	,	DUT.I57.I168.I140.M120:d	,	nreg	,	d
2X_1527	,	DUT.I57.I168.I140.net36	,	DUT.I57.I168.I140.M51:d	,	nreg	,	d
2X_1528	,	DUT.I57.I168.I140.net46	,	DUT.I57.I168.I140.M129:d	,	preg	,	d
2X_1529	,	DUT.I57.I168.I140.net44	,	DUT.I57.I168.I140.M125:d	,	preg	,	d
2X_1530	,	DUT.I57.I168.I140.net42	,	DUT.I57.I168.I140.M123:d	,	preg	,	d
2X_1531	,	DUT.I57.I168.I140.net40	,	DUT.I57.I168.I140.M43:d	,	preg	,	d
2X_1532	,	DUT.I57.I168.I139.net52	,	DUT.I57.I168.I139.M121:d	,	nreg	,	d
2X_1533	,	DUT.I57.I168.I139.b	,	DUT.I57.I168.I139.M127:d	,	preg	,	d
2X_1534	,	DUT.I57.I168.I139.b	,	DUT.I57.I168.I139.M48:d	,	preg	,	d
2X_1535	,	DUT.I57.I168.I139.b	,	DUT.I57.I168.I139.M126:d	,	nreg	,	d
2X_1536	,	DUT.I57.I168.I139.b	,	DUT.I57.I168.I139.M52:d	,	nreg	,	d
2X_1537	,	DUT.I57.I168.I139.net47	,	DUT.I57.I168.I139.M132:d	,	nreg	,	d
2X_1538	,	DUT.I57.I168.I139.a	,	DUT.I57.I168.I139.M131:d	,	preg	,	d
2X_1539	,	DUT.I57.I168.I139.a	,	DUT.I57.I168.I139.M119:d	,	preg	,	d
2X_1540	,	DUT.I57.I168.I139.a	,	DUT.I57.I168.I139.M130:d	,	nreg	,	d
2X_1541	,	DUT.I57.I168.I139.a	,	DUT.I57.I168.I139.M45:d	,	nreg	,	d
2X_1542	,	DUT.I57.I168.I139.net49	,	DUT.I57.I168.I139.M128:d	,	nreg	,	d
2X_1543	,	DUT.I57.I168.I139.net38	,	DUT.I57.I168.I139.M120:d	,	nreg	,	d
2X_1544	,	DUT.I57.I168.I139.net36	,	DUT.I57.I168.I139.M51:d	,	nreg	,	d
2X_1545	,	DUT.I57.I168.I139.net46	,	DUT.I57.I168.I139.M129:d	,	preg	,	d
2X_1546	,	DUT.I57.I168.I139.net44	,	DUT.I57.I168.I139.M125:d	,	preg	,	d
2X_1547	,	DUT.I57.I168.I139.net42	,	DUT.I57.I168.I139.M123:d	,	preg	,	d
2X_1548	,	DUT.I57.I168.I139.net40	,	DUT.I57.I168.I139.M43:d	,	preg	,	d
2X_1549	,	DUT.I57.I168.I138.net52	,	DUT.I57.I168.I138.M121:d	,	nreg	,	d
2X_1550	,	DUT.I57.I168.I138.b	,	DUT.I57.I168.I138.M127:d	,	preg	,	d
2X_1551	,	DUT.I57.I168.I138.b	,	DUT.I57.I168.I138.M48:d	,	preg	,	d
2X_1552	,	DUT.I57.I168.I138.b	,	DUT.I57.I168.I138.M126:d	,	nreg	,	d
2X_1553	,	DUT.I57.I168.I138.b	,	DUT.I57.I168.I138.M52:d	,	nreg	,	d
2X_1554	,	DUT.I57.I168.I138.net47	,	DUT.I57.I168.I138.M132:d	,	nreg	,	d
2X_1555	,	DUT.I57.I168.I138.a	,	DUT.I57.I168.I138.M131:d	,	preg	,	d
2X_1556	,	DUT.I57.I168.I138.a	,	DUT.I57.I168.I138.M119:d	,	preg	,	d
2X_1557	,	DUT.I57.I168.I138.a	,	DUT.I57.I168.I138.M130:d	,	nreg	,	d
2X_1558	,	DUT.I57.I168.I138.a	,	DUT.I57.I168.I138.M45:d	,	nreg	,	d
2X_1559	,	DUT.I57.I168.I138.net49	,	DUT.I57.I168.I138.M128:d	,	nreg	,	d
2X_1560	,	DUT.I57.I168.I138.net38	,	DUT.I57.I168.I138.M120:d	,	nreg	,	d
2X_1561	,	DUT.I57.I168.I138.net36	,	DUT.I57.I168.I138.M51:d	,	nreg	,	d
2X_1562	,	DUT.I57.I168.I138.net46	,	DUT.I57.I168.I138.M129:d	,	preg	,	d
2X_1563	,	DUT.I57.I168.I138.net44	,	DUT.I57.I168.I138.M125:d	,	preg	,	d
2X_1564	,	DUT.I57.I168.I138.net42	,	DUT.I57.I168.I138.M123:d	,	preg	,	d
2X_1565	,	DUT.I57.I168.I138.net40	,	DUT.I57.I168.I138.M43:d	,	preg	,	d
2X_1566	,	DUT.I57.I150.net7	,	DUT.I57.I150.M80:d	,	preg	,	d
2X_1567	,	DUT.I57.I150.net7	,	DUT.I57.I150.M83:d	,	nreg	,	d
2X_1568	,	DUT.I57.I150.net12	,	DUT.I57.I150.M3:d	,	preg	,	d
2X_1569	,	DUT.I57.I150.net6	,	DUT.I57.I150.M81:d	,	preg	,	d
2X_1570	,	DUT.I57.I150.net10	,	DUT.I57.I150.M0:d	,	nreg	,	d
2X_1571	,	DUT.I57.I150.net4	,	DUT.I57.I150.M82:d	,	nreg	,	d
2X_1572	,	DUT.I57.I9.net26	,	DUT.I57.I9.ptrans24:d	,	preg	,	d
2X_1573	,	DUT.I57.I9.net26	,	DUT.I57.I9.ntrans27:d	,	nreg	,	d
2X_1574	,	DUT.I57.I9.net26	,	DUT.I57.I9.ntrans26:d	,	nreg	,	d
2X_1575	,	DUT.I57.I9.net41	,	DUT.I57.I9.ptrans23:d	,	preg	,	d
2X_1576	,	DUT.I57.I8.net26	,	DUT.I57.I8.ptrans24:d	,	preg	,	d
2X_1577	,	DUT.I57.I8.net26	,	DUT.I57.I8.ntrans27:d	,	nreg	,	d
2X_1578	,	DUT.I57.I8.net26	,	DUT.I57.I8.ntrans26:d	,	nreg	,	d
2X_1579	,	DUT.I57.I8.net41	,	DUT.I57.I8.ptrans23:d	,	preg	,	d
2X_1580	,	DUT.I57.I1.net26	,	DUT.I57.I1.ptrans24:d	,	preg	,	d
2X_1581	,	DUT.I57.I1.net26	,	DUT.I57.I1.ntrans27:d	,	nreg	,	d
2X_1582	,	DUT.I57.I1.net26	,	DUT.I57.I1.ntrans26:d	,	nreg	,	d
2X_1583	,	DUT.I57.I1.net41	,	DUT.I57.I1.ptrans23:d	,	preg	,	d
2X_1584	,	DUT.I57.I2.net26	,	DUT.I57.I2.ptrans24:d	,	preg	,	d
2X_1585	,	DUT.I57.I2.net26	,	DUT.I57.I2.ntrans27:d	,	nreg	,	d
2X_1586	,	DUT.I57.I2.net26	,	DUT.I57.I2.ntrans26:d	,	nreg	,	d
2X_1587	,	DUT.I57.I2.net41	,	DUT.I57.I2.ptrans23:d	,	preg	,	d
2X_1588	,	DUT.I57.I171.net26	,	DUT.I57.I171.ptrans24:d	,	preg	,	d
2X_1589	,	DUT.I57.I171.net26	,	DUT.I57.I171.ntrans27:d	,	nreg	,	d
2X_1590	,	DUT.I57.I171.net26	,	DUT.I57.I171.ntrans26:d	,	nreg	,	d
2X_1591	,	DUT.I57.I171.net41	,	DUT.I57.I171.ptrans23:d	,	preg	,	d
2X_1592	,	DUT.I57.I6.net26	,	DUT.I57.I6.ptrans24:d	,	preg	,	d
2X_1593	,	DUT.I57.I6.net26	,	DUT.I57.I6.ntrans27:d	,	nreg	,	d
2X_1594	,	DUT.I57.I6.net26	,	DUT.I57.I6.ntrans26:d	,	nreg	,	d
2X_1595	,	DUT.I57.I6.net41	,	DUT.I57.I6.ptrans23:d	,	preg	,	d
2X_1596	,	DUT.I57.I4.net26	,	DUT.I57.I4.ptrans24:d	,	preg	,	d
2X_1597	,	DUT.I57.I4.net26	,	DUT.I57.I4.ntrans27:d	,	nreg	,	d
2X_1598	,	DUT.I57.I4.net26	,	DUT.I57.I4.ntrans26:d	,	nreg	,	d
2X_1599	,	DUT.I57.I4.net41	,	DUT.I57.I4.ptrans23:d	,	preg	,	d
2X_1600	,	DUT.I51.net038	,	DUT.I51.I19.ptrans10:d	,	preg	,	d
2X_1601	,	DUT.I51.net038	,	DUT.I51.I19.ntrans11:d	,	nreg	,	d
2X_1602	,	DUT.I51.net06	,	DUT.I51.I163.I140.M55:d	,	preg	,	d
2X_1603	,	DUT.I51.net06	,	DUT.I51.I163.I140.M54:d	,	nreg	,	d
2X_1604	,	DUT.I51.net037	,	DUT.I51.I150.M2:d	,	preg	,	d
2X_1605	,	DUT.I51.net037	,	DUT.I51.I150.M1:d	,	nreg	,	d
2X_1606	,	DUT.I51.net041	,	DUT.I51.I20.ptrans25:d	,	preg	,	d
2X_1607	,	DUT.I51.net041	,	DUT.I51.I20.ntrans22:d	,	nreg	,	d
2X_1608	,	DUT.I51.net015	,	DUT.I51.I164.I139.M55:d	,	preg	,	d
2X_1609	,	DUT.I51.net015	,	DUT.I51.I164.I139.M54:d	,	nreg	,	d
2X_1610	,	DUT.I51.net31	,	DUT.I51.I164.I140.M55:d	,	preg	,	d
2X_1611	,	DUT.I51.net31	,	DUT.I51.I164.I140.M54:d	,	nreg	,	d
2X_1612	,	DUT.I51.net25	,	DUT.I51.I163.I139.M55:d	,	preg	,	d
2X_1613	,	DUT.I51.net25	,	DUT.I51.I163.I139.M54:d	,	nreg	,	d
2X_1614	,	DUT.I51.net036	,	DUT.I51.I8.ptrans22:d	,	preg	,	d
2X_1615	,	DUT.I51.net036	,	DUT.I51.I8.ntrans25:d	,	nreg	,	d
2X_1616	,	DUT.I51.net021	,	DUT.I51.I162.I139.M55:d	,	preg	,	d
2X_1617	,	DUT.I51.net021	,	DUT.I51.I162.I139.M54:d	,	nreg	,	d
2X_1618	,	DUT.I51.net032	,	DUT.I51.I4.ptrans22:d	,	preg	,	d
2X_1619	,	DUT.I51.net032	,	DUT.I51.I4.ntrans25:d	,	nreg	,	d
2X_1620	,	DUT.I51.net26	,	DUT.I51.I162.I140.M55:d	,	preg	,	d
2X_1621	,	DUT.I51.net26	,	DUT.I51.I162.I140.M54:d	,	nreg	,	d
2X_1622	,	DUT.I51.net22	,	DUT.I51.I170.I139.M55:d	,	preg	,	d
2X_1623	,	DUT.I51.net22	,	DUT.I51.I170.I139.M54:d	,	nreg	,	d
2X_1624	,	DUT.I51.net11	,	DUT.I51.I1.ptrans22:d	,	preg	,	d
2X_1625	,	DUT.I51.net11	,	DUT.I51.I1.ntrans25:d	,	nreg	,	d
2X_1626	,	DUT.I51.net24	,	DUT.I51.I170.I140.M55:d	,	preg	,	d
2X_1627	,	DUT.I51.net24	,	DUT.I51.I170.I140.M54:d	,	nreg	,	d
2X_1628	,	DUT.I51.net20	,	DUT.I51.I169.I139.M55:d	,	preg	,	d
2X_1629	,	DUT.I51.net20	,	DUT.I51.I169.I139.M54:d	,	nreg	,	d
2X_1630	,	DUT.I51.net14	,	DUT.I51.I2.ptrans22:d	,	preg	,	d
2X_1631	,	DUT.I51.net14	,	DUT.I51.I2.ntrans25:d	,	nreg	,	d
2X_1632	,	DUT.I51.net21	,	DUT.I51.I169.I140.M55:d	,	preg	,	d
2X_1633	,	DUT.I51.net21	,	DUT.I51.I169.I140.M54:d	,	nreg	,	d
2X_1634	,	DUT.I51.net6	,	DUT.I51.I168.I139.M55:d	,	preg	,	d
2X_1635	,	DUT.I51.net6	,	DUT.I51.I168.I139.M54:d	,	nreg	,	d
2X_1636	,	DUT.I51.net19	,	DUT.I51.I168.I140.M55:d	,	preg	,	d
2X_1637	,	DUT.I51.net19	,	DUT.I51.I168.I140.M54:d	,	nreg	,	d
2X_1638	,	DUT.I51.net010	,	DUT.I51.I6.ptrans22:d	,	preg	,	d
2X_1639	,	DUT.I51.net010	,	DUT.I51.I6.ntrans25:d	,	nreg	,	d
2X_1640	,	DUT.I51.net012	,	DUT.I51.I9.ptrans22:d	,	preg	,	d
2X_1641	,	DUT.I51.net012	,	DUT.I51.I9.ntrans25:d	,	nreg	,	d
2X_1642	,	DUT.I51.net013	,	DUT.I51.I7.ptrans10:d	,	preg	,	d
2X_1643	,	DUT.I51.net013	,	DUT.I51.I7.ntrans11:d	,	nreg	,	d
2X_1644	,	DUT.I51.net13	,	DUT.I51.I0.ptrans10:d	,	preg	,	d
2X_1645	,	DUT.I51.net13	,	DUT.I51.I0.ntrans11:d	,	nreg	,	d
2X_1646	,	DUT.I51.net15	,	DUT.I51.I3.ptrans10:d	,	preg	,	d
2X_1647	,	DUT.I51.net15	,	DUT.I51.I3.ntrans11:d	,	nreg	,	d
2X_1648	,	DUT.I51.net12	,	DUT.I51.I171.ptrans22:d	,	preg	,	d
2X_1649	,	DUT.I51.net12	,	DUT.I51.I171.ntrans25:d	,	nreg	,	d
2X_1650	,	DUT.I51.net011	,	DUT.I51.I5.ptrans10:d	,	preg	,	d
2X_1651	,	DUT.I51.net011	,	DUT.I51.I5.ntrans11:d	,	nreg	,	d
2X_1652	,	DUT.I51.I18.net39	,	DUT.I51.I18.ptrans24:d	,	preg	,	d
2X_1653	,	DUT.I51.I18.net39	,	DUT.I51.I18.ptrans23:d	,	preg	,	d
2X_1654	,	DUT.I51.I18.net39	,	DUT.I51.I18.ntrans21:d	,	nreg	,	d
2X_1655	,	DUT.I51.I18.net32	,	DUT.I51.I18.ntrans20:d	,	nreg	,	d
2X_1656	,	DUT.I51.I20.net39	,	DUT.I51.I20.ptrans24:d	,	preg	,	d
2X_1657	,	DUT.I51.I20.net39	,	DUT.I51.I20.ptrans23:d	,	preg	,	d
2X_1658	,	DUT.I51.I20.net39	,	DUT.I51.I20.ntrans21:d	,	nreg	,	d
2X_1659	,	DUT.I51.I20.net32	,	DUT.I51.I20.ntrans20:d	,	nreg	,	d
2X_1660	,	DUT.I51.I164.net9	,	DUT.I51.I164.I146.ptrans10:d	,	preg	,	d
2X_1661	,	DUT.I51.I164.net9	,	DUT.I51.I164.I146.ntrans11:d	,	nreg	,	d
2X_1662	,	DUT.I51.I164.net20	,	DUT.I51.I164.I0.ptrans25:d	,	preg	,	d
2X_1663	,	DUT.I51.I164.net20	,	DUT.I51.I164.I0.ntrans22:d	,	nreg	,	d
2X_1664	,	DUT.I51.I164.net010	,	DUT.I51.I164.I139.M122:d	,	preg	,	d
2X_1665	,	DUT.I51.I164.net010	,	DUT.I51.I164.I139.M49:d	,	preg	,	d
2X_1666	,	DUT.I51.I164.net010	,	DUT.I51.I164.I139.M124:d	,	nreg	,	d
2X_1667	,	DUT.I51.I164.net010	,	DUT.I51.I164.I139.M53:d	,	nreg	,	d
2X_1668	,	DUT.I51.I164.net13	,	DUT.I51.I164.I141.M122:d	,	preg	,	d
2X_1669	,	DUT.I51.I164.net13	,	DUT.I51.I164.I141.M49:d	,	preg	,	d
2X_1670	,	DUT.I51.I164.net13	,	DUT.I51.I164.I141.M124:d	,	nreg	,	d
2X_1671	,	DUT.I51.I164.net13	,	DUT.I51.I164.I141.M53:d	,	nreg	,	d
2X_1672	,	DUT.I51.I164.net18	,	DUT.I51.I164.I160.ptrans25:d	,	preg	,	d
2X_1673	,	DUT.I51.I164.net18	,	DUT.I51.I164.I160.ntrans22:d	,	nreg	,	d
2X_1674	,	DUT.I51.I164.net19	,	DUT.I51.I164.I153.ptrans25:d	,	preg	,	d
2X_1675	,	DUT.I51.I164.net19	,	DUT.I51.I164.I153.ntrans22:d	,	nreg	,	d
2X_1676	,	DUT.I51.I164.net22	,	DUT.I51.I164.I141.M55:d	,	preg	,	d
2X_1677	,	DUT.I51.I164.net22	,	DUT.I51.I164.I141.M54:d	,	nreg	,	d
2X_1678	,	DUT.I51.I164.net23	,	DUT.I51.I164.I140.M122:d	,	preg	,	d
2X_1679	,	DUT.I51.I164.net23	,	DUT.I51.I164.I140.M49:d	,	preg	,	d
2X_1680	,	DUT.I51.I164.net23	,	DUT.I51.I164.I140.M124:d	,	nreg	,	d
2X_1681	,	DUT.I51.I164.net23	,	DUT.I51.I164.I140.M53:d	,	nreg	,	d
2X_1682	,	DUT.I51.I164.net14	,	DUT.I51.I164.I138.M55:d	,	preg	,	d
2X_1683	,	DUT.I51.I164.net14	,	DUT.I51.I164.I138.M54:d	,	nreg	,	d
2X_1684	,	DUT.I51.I164.net24	,	DUT.I51.I164.I138.M122:d	,	preg	,	d
2X_1685	,	DUT.I51.I164.net24	,	DUT.I51.I164.I138.M49:d	,	preg	,	d
2X_1686	,	DUT.I51.I164.net24	,	DUT.I51.I164.I138.M124:d	,	nreg	,	d
2X_1687	,	DUT.I51.I164.net24	,	DUT.I51.I164.I138.M53:d	,	nreg	,	d
2X_1688	,	DUT.I51.I164.I0.net39	,	DUT.I51.I164.I0.ptrans24:d	,	preg	,	d
2X_1689	,	DUT.I51.I164.I0.net39	,	DUT.I51.I164.I0.ptrans23:d	,	preg	,	d
2X_1690	,	DUT.I51.I164.I0.net39	,	DUT.I51.I164.I0.ntrans21:d	,	nreg	,	d
2X_1691	,	DUT.I51.I164.I0.net32	,	DUT.I51.I164.I0.ntrans20:d	,	nreg	,	d
2X_1692	,	DUT.I51.I164.I160.net39	,	DUT.I51.I164.I160.ptrans24:d	,	preg	,	d
2X_1693	,	DUT.I51.I164.I160.net39	,	DUT.I51.I164.I160.ptrans23:d	,	preg	,	d
2X_1694	,	DUT.I51.I164.I160.net39	,	DUT.I51.I164.I160.ntrans21:d	,	nreg	,	d
2X_1695	,	DUT.I51.I164.I160.net32	,	DUT.I51.I164.I160.ntrans20:d	,	nreg	,	d
2X_1696	,	DUT.I51.I164.I153.net39	,	DUT.I51.I164.I153.ptrans24:d	,	preg	,	d
2X_1697	,	DUT.I51.I164.I153.net39	,	DUT.I51.I164.I153.ptrans23:d	,	preg	,	d
2X_1698	,	DUT.I51.I164.I153.net39	,	DUT.I51.I164.I153.ntrans21:d	,	nreg	,	d
2X_1699	,	DUT.I51.I164.I153.net32	,	DUT.I51.I164.I153.ntrans20:d	,	nreg	,	d
2X_1700	,	DUT.I51.I164.I141.net52	,	DUT.I51.I164.I141.M121:d	,	nreg	,	d
2X_1701	,	DUT.I51.I164.I141.b	,	DUT.I51.I164.I141.M127:d	,	preg	,	d
2X_1702	,	DUT.I51.I164.I141.b	,	DUT.I51.I164.I141.M48:d	,	preg	,	d
2X_1703	,	DUT.I51.I164.I141.b	,	DUT.I51.I164.I141.M126:d	,	nreg	,	d
2X_1704	,	DUT.I51.I164.I141.b	,	DUT.I51.I164.I141.M52:d	,	nreg	,	d
2X_1705	,	DUT.I51.I164.I141.net47	,	DUT.I51.I164.I141.M132:d	,	nreg	,	d
2X_1706	,	DUT.I51.I164.I141.a	,	DUT.I51.I164.I141.M131:d	,	preg	,	d
2X_1707	,	DUT.I51.I164.I141.a	,	DUT.I51.I164.I141.M119:d	,	preg	,	d
2X_1708	,	DUT.I51.I164.I141.a	,	DUT.I51.I164.I141.M130:d	,	nreg	,	d
2X_1709	,	DUT.I51.I164.I141.a	,	DUT.I51.I164.I141.M45:d	,	nreg	,	d
2X_1710	,	DUT.I51.I164.I141.net49	,	DUT.I51.I164.I141.M128:d	,	nreg	,	d
2X_1711	,	DUT.I51.I164.I141.net38	,	DUT.I51.I164.I141.M120:d	,	nreg	,	d
2X_1712	,	DUT.I51.I164.I141.net36	,	DUT.I51.I164.I141.M51:d	,	nreg	,	d
2X_1713	,	DUT.I51.I164.I141.net46	,	DUT.I51.I164.I141.M129:d	,	preg	,	d
2X_1714	,	DUT.I51.I164.I141.net44	,	DUT.I51.I164.I141.M125:d	,	preg	,	d
2X_1715	,	DUT.I51.I164.I141.net42	,	DUT.I51.I164.I141.M123:d	,	preg	,	d
2X_1716	,	DUT.I51.I164.I141.net40	,	DUT.I51.I164.I141.M43:d	,	preg	,	d
2X_1717	,	DUT.I51.I164.I140.net52	,	DUT.I51.I164.I140.M121:d	,	nreg	,	d
2X_1718	,	DUT.I51.I164.I140.b	,	DUT.I51.I164.I140.M127:d	,	preg	,	d
2X_1719	,	DUT.I51.I164.I140.b	,	DUT.I51.I164.I140.M48:d	,	preg	,	d
2X_1720	,	DUT.I51.I164.I140.b	,	DUT.I51.I164.I140.M126:d	,	nreg	,	d
2X_1721	,	DUT.I51.I164.I140.b	,	DUT.I51.I164.I140.M52:d	,	nreg	,	d
2X_1722	,	DUT.I51.I164.I140.net47	,	DUT.I51.I164.I140.M132:d	,	nreg	,	d
2X_1723	,	DUT.I51.I164.I140.a	,	DUT.I51.I164.I140.M131:d	,	preg	,	d
2X_1724	,	DUT.I51.I164.I140.a	,	DUT.I51.I164.I140.M119:d	,	preg	,	d
2X_1725	,	DUT.I51.I164.I140.a	,	DUT.I51.I164.I140.M130:d	,	nreg	,	d
2X_1726	,	DUT.I51.I164.I140.a	,	DUT.I51.I164.I140.M45:d	,	nreg	,	d
2X_1727	,	DUT.I51.I164.I140.net49	,	DUT.I51.I164.I140.M128:d	,	nreg	,	d
2X_1728	,	DUT.I51.I164.I140.net38	,	DUT.I51.I164.I140.M120:d	,	nreg	,	d
2X_1729	,	DUT.I51.I164.I140.net36	,	DUT.I51.I164.I140.M51:d	,	nreg	,	d
2X_1730	,	DUT.I51.I164.I140.net46	,	DUT.I51.I164.I140.M129:d	,	preg	,	d
2X_1731	,	DUT.I51.I164.I140.net44	,	DUT.I51.I164.I140.M125:d	,	preg	,	d
2X_1732	,	DUT.I51.I164.I140.net42	,	DUT.I51.I164.I140.M123:d	,	preg	,	d
2X_1733	,	DUT.I51.I164.I140.net40	,	DUT.I51.I164.I140.M43:d	,	preg	,	d
2X_1734	,	DUT.I51.I164.I139.net52	,	DUT.I51.I164.I139.M121:d	,	nreg	,	d
2X_1735	,	DUT.I51.I164.I139.b	,	DUT.I51.I164.I139.M127:d	,	preg	,	d
2X_1736	,	DUT.I51.I164.I139.b	,	DUT.I51.I164.I139.M48:d	,	preg	,	d
2X_1737	,	DUT.I51.I164.I139.b	,	DUT.I51.I164.I139.M126:d	,	nreg	,	d
2X_1738	,	DUT.I51.I164.I139.b	,	DUT.I51.I164.I139.M52:d	,	nreg	,	d
2X_1739	,	DUT.I51.I164.I139.net47	,	DUT.I51.I164.I139.M132:d	,	nreg	,	d
2X_1740	,	DUT.I51.I164.I139.a	,	DUT.I51.I164.I139.M131:d	,	preg	,	d
2X_1741	,	DUT.I51.I164.I139.a	,	DUT.I51.I164.I139.M119:d	,	preg	,	d
2X_1742	,	DUT.I51.I164.I139.a	,	DUT.I51.I164.I139.M130:d	,	nreg	,	d
2X_1743	,	DUT.I51.I164.I139.a	,	DUT.I51.I164.I139.M45:d	,	nreg	,	d
