* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A) NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which  Infineon disclaims to the maximum extent permitted by applicable law; and
* (B) NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* (C) LIMITATION OF LIABILITY: IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved.

* Note:
* The CMOS transistor models used, were freely available models downloaded from: http://ptm.asu.edu.
* The bipolar transistor models are from: The Development of Bipolar Log-Domain Filters in a Standard CMOS Process, G. D. Duerden, G. W. Roberts, M. J. Deen, 2001

* Release:
* 	version 2.0

Tag,Net,path-port,device,terminal
TAG	,	Net	,	Path	,	Device	,	Terminal
G_1278	,	DUT.I57.I163.I141.b	,	DUT.I57.I163.I141.M131:g	,	preg	,	g
G_1279	,	DUT.I57.I163.I141.b	,	DUT.I57.I163.I141.M49:g	,	preg	,	g
G_1280	,	DUT.I57.I163.I141.b	,	DUT.I57.I163.I141.M121:g	,	nreg	,	g
G_1281	,	DUT.I57.I163.I141.b	,	DUT.I57.I163.I141.M130:g	,	nreg	,	g
G_1282	,	DUT.I57.I163.I141.b	,	DUT.I57.I163.I141.M51:g	,	nreg	,	g
G_1283	,	DUT.I57.I163.I141.a	,	DUT.I57.I163.I141.M125:g	,	preg	,	g
G_1284	,	DUT.I57.I163.I141.a	,	DUT.I57.I163.I141.M52:g	,	nreg	,	g
G_1285	,	DUT.I57.I163.I140.b	,	DUT.I57.I163.I140.M131:g	,	preg	,	g
G_1286	,	DUT.I57.I163.I140.b	,	DUT.I57.I163.I140.M49:g	,	preg	,	g
G_1287	,	DUT.I57.I163.I140.b	,	DUT.I57.I163.I140.M121:g	,	nreg	,	g
G_1288	,	DUT.I57.I163.I140.b	,	DUT.I57.I163.I140.M130:g	,	nreg	,	g
G_1289	,	DUT.I57.I163.I140.b	,	DUT.I57.I163.I140.M51:g	,	nreg	,	g
G_1290	,	DUT.I57.I163.I140.a	,	DUT.I57.I163.I140.M125:g	,	preg	,	g
G_1291	,	DUT.I57.I163.I140.a	,	DUT.I57.I163.I140.M52:g	,	nreg	,	g
G_1292	,	DUT.I57.I163.I139.b	,	DUT.I57.I163.I139.M131:g	,	preg	,	g
G_1293	,	DUT.I57.I163.I139.b	,	DUT.I57.I163.I139.M49:g	,	preg	,	g
G_1294	,	DUT.I57.I163.I139.b	,	DUT.I57.I163.I139.M121:g	,	nreg	,	g
G_1295	,	DUT.I57.I163.I139.b	,	DUT.I57.I163.I139.M130:g	,	nreg	,	g
G_1296	,	DUT.I57.I163.I139.b	,	DUT.I57.I163.I139.M51:g	,	nreg	,	g
G_1297	,	DUT.I57.I163.I139.a	,	DUT.I57.I163.I139.M125:g	,	preg	,	g
G_1298	,	DUT.I57.I163.I139.a	,	DUT.I57.I163.I139.M52:g	,	nreg	,	g
G_1299	,	DUT.I57.I163.I138.b	,	DUT.I57.I163.I138.M131:g	,	preg	,	g
G_1300	,	DUT.I57.I163.I138.b	,	DUT.I57.I163.I138.M49:g	,	preg	,	g
G_1301	,	DUT.I57.I163.I138.b	,	DUT.I57.I163.I138.M121:g	,	nreg	,	g
G_1302	,	DUT.I57.I163.I138.b	,	DUT.I57.I163.I138.M130:g	,	nreg	,	g
G_1303	,	DUT.I57.I163.I138.b	,	DUT.I57.I163.I138.M51:g	,	nreg	,	g
G_1304	,	DUT.I57.I163.I138.a	,	DUT.I57.I163.I138.M125:g	,	preg	,	g
G_1305	,	DUT.I57.I163.I138.a	,	DUT.I57.I163.I138.M52:g	,	nreg	,	g
G_1306	,	DUT.I57.I162.net9	,	DUT.I57.I162.I141.M123:g	,	preg	,	g
G_1307	,	DUT.I57.I162.net9	,	DUT.I57.I162.I141.M119:g	,	preg	,	g
G_1308	,	DUT.I57.I162.net9	,	DUT.I57.I162.I141.M48:g	,	preg	,	g
G_1309	,	DUT.I57.I162.net9	,	DUT.I57.I162.I141.M132:g	,	nreg	,	g
G_1310	,	DUT.I57.I162.net9	,	DUT.I57.I162.I141.M128:g	,	nreg	,	g
G_1311	,	DUT.I57.I162.net9	,	DUT.I57.I162.I141.M120:g	,	nreg	,	g
G_1312	,	DUT.I57.I162.net9	,	DUT.I57.I162.I141.M53:g	,	nreg	,	g
G_1313	,	DUT.I57.I162.net9	,	DUT.I57.I162.I139.M123:g	,	preg	,	g
G_1314	,	DUT.I57.I162.net9	,	DUT.I57.I162.I139.M119:g	,	preg	,	g
G_1315	,	DUT.I57.I162.net9	,	DUT.I57.I162.I139.M48:g	,	preg	,	g
G_1316	,	DUT.I57.I162.net9	,	DUT.I57.I162.I139.M132:g	,	nreg	,	g
G_1317	,	DUT.I57.I162.net9	,	DUT.I57.I162.I139.M128:g	,	nreg	,	g
G_1318	,	DUT.I57.I162.net9	,	DUT.I57.I162.I139.M120:g	,	nreg	,	g
G_1319	,	DUT.I57.I162.net9	,	DUT.I57.I162.I139.M53:g	,	nreg	,	g
G_1320	,	DUT.I57.I162.net20	,	DUT.I57.I162.I140.M129:g	,	preg	,	g
G_1321	,	DUT.I57.I162.net20	,	DUT.I57.I162.I140.M43:g	,	preg	,	g
G_1322	,	DUT.I57.I162.net20	,	DUT.I57.I162.I140.M45:g	,	nreg	,	g
G_1323	,	DUT.I57.I162.net010	,	DUT.I57.I162.I160.ptrans24:g	,	preg	,	g
G_1324	,	DUT.I57.I162.net010	,	DUT.I57.I162.I160.ntrans21:g	,	nreg	,	g
G_1325	,	DUT.I57.I162.net010	,	DUT.I57.I162.I139.M127:g	,	preg	,	g
G_1326	,	DUT.I57.I162.net010	,	DUT.I57.I162.I139.M55:g	,	preg	,	g
G_1327	,	DUT.I57.I162.net010	,	DUT.I57.I162.I139.M126:g	,	nreg	,	g
G_1328	,	DUT.I57.I162.net010	,	DUT.I57.I162.I139.M54:g	,	nreg	,	g
G_1329	,	DUT.I57.I162.net13	,	DUT.I57.I162.I160.ptrans23:g	,	preg	,	g
G_1330	,	DUT.I57.I162.net13	,	DUT.I57.I162.I160.ntrans20:g	,	nreg	,	g
G_1331	,	DUT.I57.I162.net13	,	DUT.I57.I162.I141.M127:g	,	preg	,	g
G_1332	,	DUT.I57.I162.net13	,	DUT.I57.I162.I141.M55:g	,	preg	,	g
G_1333	,	DUT.I57.I162.net13	,	DUT.I57.I162.I141.M126:g	,	nreg	,	g
G_1334	,	DUT.I57.I162.net13	,	DUT.I57.I162.I141.M54:g	,	nreg	,	g
G_1335	,	DUT.I57.I162.net18	,	DUT.I57.I162.I138.M129:g	,	preg	,	g
G_1336	,	DUT.I57.I162.net18	,	DUT.I57.I162.I138.M43:g	,	preg	,	g
G_1337	,	DUT.I57.I162.net18	,	DUT.I57.I162.I138.M45:g	,	nreg	,	g
G_1338	,	DUT.I57.I162.net19	,	DUT.I57.I162.I141.M129:g	,	preg	,	g
G_1339	,	DUT.I57.I162.net19	,	DUT.I57.I162.I141.M43:g	,	preg	,	g
G_1340	,	DUT.I57.I162.net19	,	DUT.I57.I162.I141.M45:g	,	nreg	,	g
G_1341	,	DUT.I57.I162.net22	,	DUT.I57.I162.I141.M122:g	,	preg	,	g
G_1342	,	DUT.I57.I162.net22	,	DUT.I57.I162.I141.M124:g	,	nreg	,	g
G_1343	,	DUT.I57.I162.net23	,	DUT.I57.I162.I140.M127:g	,	preg	,	g
G_1344	,	DUT.I57.I162.net23	,	DUT.I57.I162.I140.M55:g	,	preg	,	g
G_1345	,	DUT.I57.I162.net23	,	DUT.I57.I162.I140.M126:g	,	nreg	,	g
G_1346	,	DUT.I57.I162.net23	,	DUT.I57.I162.I140.M54:g	,	nreg	,	g
G_1347	,	DUT.I57.I162.net14	,	DUT.I57.I162.I139.M129:g	,	preg	,	g
G_1348	,	DUT.I57.I162.net14	,	DUT.I57.I162.I139.M43:g	,	preg	,	g
G_1349	,	DUT.I57.I162.net14	,	DUT.I57.I162.I139.M45:g	,	nreg	,	g
G_1350	,	DUT.I57.I162.net14	,	DUT.I57.I162.I138.M122:g	,	preg	,	g
G_1351	,	DUT.I57.I162.net14	,	DUT.I57.I162.I138.M124:g	,	nreg	,	g
G_1352	,	DUT.I57.I162.net24	,	DUT.I57.I162.I138.M127:g	,	preg	,	g
G_1353	,	DUT.I57.I162.net24	,	DUT.I57.I162.I138.M55:g	,	preg	,	g
G_1354	,	DUT.I57.I162.net24	,	DUT.I57.I162.I138.M126:g	,	nreg	,	g
G_1355	,	DUT.I57.I162.net24	,	DUT.I57.I162.I138.M54:g	,	nreg	,	g
G_1356	,	DUT.I57.I162.I0.net39	,	DUT.I57.I162.I0.ptrans25:g	,	preg	,	g
G_1357	,	DUT.I57.I162.I0.net39	,	DUT.I57.I162.I0.ntrans22:g	,	nreg	,	g
G_1358	,	DUT.I57.I162.I160.net39	,	DUT.I57.I162.I160.ptrans25:g	,	preg	,	g
G_1359	,	DUT.I57.I162.I160.net39	,	DUT.I57.I162.I160.ntrans22:g	,	nreg	,	g
G_1360	,	DUT.I57.I162.I153.net39	,	DUT.I57.I162.I153.ptrans25:g	,	preg	,	g
G_1361	,	DUT.I57.I162.I153.net39	,	DUT.I57.I162.I153.ntrans22:g	,	nreg	,	g
G_1362	,	DUT.I57.I162.I141.b	,	DUT.I57.I162.I141.M131:g	,	preg	,	g
G_1363	,	DUT.I57.I162.I141.b	,	DUT.I57.I162.I141.M49:g	,	preg	,	g
G_1364	,	DUT.I57.I162.I141.b	,	DUT.I57.I162.I141.M121:g	,	nreg	,	g
G_1365	,	DUT.I57.I162.I141.b	,	DUT.I57.I162.I141.M130:g	,	nreg	,	g
G_1366	,	DUT.I57.I162.I141.b	,	DUT.I57.I162.I141.M51:g	,	nreg	,	g
G_1367	,	DUT.I57.I162.I141.a	,	DUT.I57.I162.I141.M125:g	,	preg	,	g
G_1368	,	DUT.I57.I162.I141.a	,	DUT.I57.I162.I141.M52:g	,	nreg	,	g
G_1369	,	DUT.I57.I162.I140.b	,	DUT.I57.I162.I140.M131:g	,	preg	,	g
G_1370	,	DUT.I57.I162.I140.b	,	DUT.I57.I162.I140.M49:g	,	preg	,	g
G_1371	,	DUT.I57.I162.I140.b	,	DUT.I57.I162.I140.M121:g	,	nreg	,	g
G_1372	,	DUT.I57.I162.I140.b	,	DUT.I57.I162.I140.M130:g	,	nreg	,	g
G_1373	,	DUT.I57.I162.I140.b	,	DUT.I57.I162.I140.M51:g	,	nreg	,	g
G_1374	,	DUT.I57.I162.I140.a	,	DUT.I57.I162.I140.M125:g	,	preg	,	g
G_1375	,	DUT.I57.I162.I140.a	,	DUT.I57.I162.I140.M52:g	,	nreg	,	g
G_1376	,	DUT.I57.I162.I139.b	,	DUT.I57.I162.I139.M131:g	,	preg	,	g
G_1377	,	DUT.I57.I162.I139.b	,	DUT.I57.I162.I139.M49:g	,	preg	,	g
G_1378	,	DUT.I57.I162.I139.b	,	DUT.I57.I162.I139.M121:g	,	nreg	,	g
G_1379	,	DUT.I57.I162.I139.b	,	DUT.I57.I162.I139.M130:g	,	nreg	,	g
G_1380	,	DUT.I57.I162.I139.b	,	DUT.I57.I162.I139.M51:g	,	nreg	,	g
G_1381	,	DUT.I57.I162.I139.a	,	DUT.I57.I162.I139.M125:g	,	preg	,	g
G_1382	,	DUT.I57.I162.I139.a	,	DUT.I57.I162.I139.M52:g	,	nreg	,	g
G_1383	,	DUT.I57.I162.I138.b	,	DUT.I57.I162.I138.M131:g	,	preg	,	g
G_1384	,	DUT.I57.I162.I138.b	,	DUT.I57.I162.I138.M49:g	,	preg	,	g
G_1385	,	DUT.I57.I162.I138.b	,	DUT.I57.I162.I138.M121:g	,	nreg	,	g
G_1386	,	DUT.I57.I162.I138.b	,	DUT.I57.I162.I138.M130:g	,	nreg	,	g
G_1387	,	DUT.I57.I162.I138.b	,	DUT.I57.I162.I138.M51:g	,	nreg	,	g
G_1388	,	DUT.I57.I162.I138.a	,	DUT.I57.I162.I138.M125:g	,	preg	,	g
G_1389	,	DUT.I57.I162.I138.a	,	DUT.I57.I162.I138.M52:g	,	nreg	,	g
G_1390	,	DUT.I57.I170.net9	,	DUT.I57.I170.I141.M123:g	,	preg	,	g
G_1391	,	DUT.I57.I170.net9	,	DUT.I57.I170.I141.M119:g	,	preg	,	g
G_1392	,	DUT.I57.I170.net9	,	DUT.I57.I170.I141.M48:g	,	preg	,	g
G_1393	,	DUT.I57.I170.net9	,	DUT.I57.I170.I141.M132:g	,	nreg	,	g
G_1394	,	DUT.I57.I170.net9	,	DUT.I57.I170.I141.M128:g	,	nreg	,	g
G_1395	,	DUT.I57.I170.net9	,	DUT.I57.I170.I141.M120:g	,	nreg	,	g
G_1396	,	DUT.I57.I170.net9	,	DUT.I57.I170.I141.M53:g	,	nreg	,	g
G_1397	,	DUT.I57.I170.net9	,	DUT.I57.I170.I139.M123:g	,	preg	,	g
G_1398	,	DUT.I57.I170.net9	,	DUT.I57.I170.I139.M119:g	,	preg	,	g
G_1399	,	DUT.I57.I170.net9	,	DUT.I57.I170.I139.M48:g	,	preg	,	g
G_1400	,	DUT.I57.I170.net9	,	DUT.I57.I170.I139.M132:g	,	nreg	,	g
G_1401	,	DUT.I57.I170.net9	,	DUT.I57.I170.I139.M128:g	,	nreg	,	g
G_1402	,	DUT.I57.I170.net9	,	DUT.I57.I170.I139.M120:g	,	nreg	,	g
G_1403	,	DUT.I57.I170.net9	,	DUT.I57.I170.I139.M53:g	,	nreg	,	g
G_1404	,	DUT.I57.I170.net20	,	DUT.I57.I170.I140.M129:g	,	preg	,	g
G_1405	,	DUT.I57.I170.net20	,	DUT.I57.I170.I140.M43:g	,	preg	,	g
G_1406	,	DUT.I57.I170.net20	,	DUT.I57.I170.I140.M45:g	,	nreg	,	g
G_1407	,	DUT.I57.I170.net010	,	DUT.I57.I170.I160.ptrans24:g	,	preg	,	g
G_1408	,	DUT.I57.I170.net010	,	DUT.I57.I170.I160.ntrans21:g	,	nreg	,	g
G_1409	,	DUT.I57.I170.net010	,	DUT.I57.I170.I139.M127:g	,	preg	,	g
G_1410	,	DUT.I57.I170.net010	,	DUT.I57.I170.I139.M55:g	,	preg	,	g
G_1411	,	DUT.I57.I170.net010	,	DUT.I57.I170.I139.M126:g	,	nreg	,	g
G_1412	,	DUT.I57.I170.net010	,	DUT.I57.I170.I139.M54:g	,	nreg	,	g
G_1413	,	DUT.I57.I170.net13	,	DUT.I57.I170.I160.ptrans23:g	,	preg	,	g
G_1414	,	DUT.I57.I170.net13	,	DUT.I57.I170.I160.ntrans20:g	,	nreg	,	g
G_1415	,	DUT.I57.I170.net13	,	DUT.I57.I170.I141.M127:g	,	preg	,	g
G_1416	,	DUT.I57.I170.net13	,	DUT.I57.I170.I141.M55:g	,	preg	,	g
G_1417	,	DUT.I57.I170.net13	,	DUT.I57.I170.I141.M126:g	,	nreg	,	g
G_1418	,	DUT.I57.I170.net13	,	DUT.I57.I170.I141.M54:g	,	nreg	,	g
G_1419	,	DUT.I57.I170.net18	,	DUT.I57.I170.I138.M129:g	,	preg	,	g
G_1420	,	DUT.I57.I170.net18	,	DUT.I57.I170.I138.M43:g	,	preg	,	g
G_1421	,	DUT.I57.I170.net18	,	DUT.I57.I170.I138.M45:g	,	nreg	,	g
G_1422	,	DUT.I57.I170.net19	,	DUT.I57.I170.I141.M129:g	,	preg	,	g
G_1423	,	DUT.I57.I170.net19	,	DUT.I57.I170.I141.M43:g	,	preg	,	g
G_1424	,	DUT.I57.I170.net19	,	DUT.I57.I170.I141.M45:g	,	nreg	,	g
G_1425	,	DUT.I57.I170.net22	,	DUT.I57.I170.I141.M122:g	,	preg	,	g
G_1426	,	DUT.I57.I170.net22	,	DUT.I57.I170.I141.M124:g	,	nreg	,	g
G_1427	,	DUT.I57.I170.net23	,	DUT.I57.I170.I140.M127:g	,	preg	,	g
G_1428	,	DUT.I57.I170.net23	,	DUT.I57.I170.I140.M55:g	,	preg	,	g
G_1429	,	DUT.I57.I170.net23	,	DUT.I57.I170.I140.M126:g	,	nreg	,	g
G_1430	,	DUT.I57.I170.net23	,	DUT.I57.I170.I140.M54:g	,	nreg	,	g
G_1431	,	DUT.I57.I170.net14	,	DUT.I57.I170.I139.M129:g	,	preg	,	g
G_1432	,	DUT.I57.I170.net14	,	DUT.I57.I170.I139.M43:g	,	preg	,	g
G_1433	,	DUT.I57.I170.net14	,	DUT.I57.I170.I139.M45:g	,	nreg	,	g
G_1434	,	DUT.I57.I170.net14	,	DUT.I57.I170.I138.M122:g	,	preg	,	g
G_1435	,	DUT.I57.I170.net14	,	DUT.I57.I170.I138.M124:g	,	nreg	,	g
G_1436	,	DUT.I57.I170.net24	,	DUT.I57.I170.I138.M127:g	,	preg	,	g
G_1437	,	DUT.I57.I170.net24	,	DUT.I57.I170.I138.M55:g	,	preg	,	g
G_1438	,	DUT.I57.I170.net24	,	DUT.I57.I170.I138.M126:g	,	nreg	,	g
G_1439	,	DUT.I57.I170.net24	,	DUT.I57.I170.I138.M54:g	,	nreg	,	g
G_1440	,	DUT.I57.I170.I0.net39	,	DUT.I57.I170.I0.ptrans25:g	,	preg	,	g
G_1441	,	DUT.I57.I170.I0.net39	,	DUT.I57.I170.I0.ntrans22:g	,	nreg	,	g
G_1442	,	DUT.I57.I170.I160.net39	,	DUT.I57.I170.I160.ptrans25:g	,	preg	,	g
G_1443	,	DUT.I57.I170.I160.net39	,	DUT.I57.I170.I160.ntrans22:g	,	nreg	,	g
G_1444	,	DUT.I57.I170.I153.net39	,	DUT.I57.I170.I153.ptrans25:g	,	preg	,	g
G_1445	,	DUT.I57.I170.I153.net39	,	DUT.I57.I170.I153.ntrans22:g	,	nreg	,	g
G_1446	,	DUT.I57.I170.I141.b	,	DUT.I57.I170.I141.M131:g	,	preg	,	g
G_1447	,	DUT.I57.I170.I141.b	,	DUT.I57.I170.I141.M49:g	,	preg	,	g
G_1448	,	DUT.I57.I170.I141.b	,	DUT.I57.I170.I141.M121:g	,	nreg	,	g
G_1449	,	DUT.I57.I170.I141.b	,	DUT.I57.I170.I141.M130:g	,	nreg	,	g
G_1450	,	DUT.I57.I170.I141.b	,	DUT.I57.I170.I141.M51:g	,	nreg	,	g
G_1451	,	DUT.I57.I170.I141.a	,	DUT.I57.I170.I141.M125:g	,	preg	,	g
G_1452	,	DUT.I57.I170.I141.a	,	DUT.I57.I170.I141.M52:g	,	nreg	,	g
G_1453	,	DUT.I57.I170.I140.b	,	DUT.I57.I170.I140.M131:g	,	preg	,	g
G_1454	,	DUT.I57.I170.I140.b	,	DUT.I57.I170.I140.M49:g	,	preg	,	g
G_1455	,	DUT.I57.I170.I140.b	,	DUT.I57.I170.I140.M121:g	,	nreg	,	g
G_1456	,	DUT.I57.I170.I140.b	,	DUT.I57.I170.I140.M130:g	,	nreg	,	g
G_1457	,	DUT.I57.I170.I140.b	,	DUT.I57.I170.I140.M51:g	,	nreg	,	g
G_1458	,	DUT.I57.I170.I140.a	,	DUT.I57.I170.I140.M125:g	,	preg	,	g
G_1459	,	DUT.I57.I170.I140.a	,	DUT.I57.I170.I140.M52:g	,	nreg	,	g
G_1460	,	DUT.I57.I170.I139.b	,	DUT.I57.I170.I139.M131:g	,	preg	,	g
G_1461	,	DUT.I57.I170.I139.b	,	DUT.I57.I170.I139.M49:g	,	preg	,	g
G_1462	,	DUT.I57.I170.I139.b	,	DUT.I57.I170.I139.M121:g	,	nreg	,	g
G_1463	,	DUT.I57.I170.I139.b	,	DUT.I57.I170.I139.M130:g	,	nreg	,	g
G_1464	,	DUT.I57.I170.I139.b	,	DUT.I57.I170.I139.M51:g	,	nreg	,	g
G_1465	,	DUT.I57.I170.I139.a	,	DUT.I57.I170.I139.M125:g	,	preg	,	g
G_1466	,	DUT.I57.I170.I139.a	,	DUT.I57.I170.I139.M52:g	,	nreg	,	g
G_1467	,	DUT.I57.I170.I138.b	,	DUT.I57.I170.I138.M131:g	,	preg	,	g
G_1468	,	DUT.I57.I170.I138.b	,	DUT.I57.I170.I138.M49:g	,	preg	,	g
G_1469	,	DUT.I57.I170.I138.b	,	DUT.I57.I170.I138.M121:g	,	nreg	,	g
G_1470	,	DUT.I57.I170.I138.b	,	DUT.I57.I170.I138.M130:g	,	nreg	,	g
G_1471	,	DUT.I57.I170.I138.b	,	DUT.I57.I170.I138.M51:g	,	nreg	,	g
G_1472	,	DUT.I57.I170.I138.a	,	DUT.I57.I170.I138.M125:g	,	preg	,	g
G_1473	,	DUT.I57.I170.I138.a	,	DUT.I57.I170.I138.M52:g	,	nreg	,	g
G_1474	,	DUT.I57.I169.net9	,	DUT.I57.I169.I141.M123:g	,	preg	,	g
G_1475	,	DUT.I57.I169.net9	,	DUT.I57.I169.I141.M119:g	,	preg	,	g
G_1476	,	DUT.I57.I169.net9	,	DUT.I57.I169.I141.M48:g	,	preg	,	g
G_1477	,	DUT.I57.I169.net9	,	DUT.I57.I169.I141.M132:g	,	nreg	,	g
G_1478	,	DUT.I57.I169.net9	,	DUT.I57.I169.I141.M128:g	,	nreg	,	g
G_1479	,	DUT.I57.I169.net9	,	DUT.I57.I169.I141.M120:g	,	nreg	,	g
G_1480	,	DUT.I57.I169.net9	,	DUT.I57.I169.I141.M53:g	,	nreg	,	g
G_1481	,	DUT.I57.I169.net9	,	DUT.I57.I169.I139.M123:g	,	preg	,	g
G_1482	,	DUT.I57.I169.net9	,	DUT.I57.I169.I139.M119:g	,	preg	,	g
G_1483	,	DUT.I57.I169.net9	,	DUT.I57.I169.I139.M48:g	,	preg	,	g
G_1484	,	DUT.I57.I169.net9	,	DUT.I57.I169.I139.M132:g	,	nreg	,	g
G_1485	,	DUT.I57.I169.net9	,	DUT.I57.I169.I139.M128:g	,	nreg	,	g
G_1486	,	DUT.I57.I169.net9	,	DUT.I57.I169.I139.M120:g	,	nreg	,	g
G_1487	,	DUT.I57.I169.net9	,	DUT.I57.I169.I139.M53:g	,	nreg	,	g
G_1488	,	DUT.I57.I169.net20	,	DUT.I57.I169.I140.M129:g	,	preg	,	g
G_1489	,	DUT.I57.I169.net20	,	DUT.I57.I169.I140.M43:g	,	preg	,	g
G_1490	,	DUT.I57.I169.net20	,	DUT.I57.I169.I140.M45:g	,	nreg	,	g
G_1491	,	DUT.I57.I169.net010	,	DUT.I57.I169.I160.ptrans24:g	,	preg	,	g
G_1492	,	DUT.I57.I169.net010	,	DUT.I57.I169.I160.ntrans21:g	,	nreg	,	g
G_1493	,	DUT.I57.I169.net010	,	DUT.I57.I169.I139.M127:g	,	preg	,	g
G_1494	,	DUT.I57.I169.net010	,	DUT.I57.I169.I139.M55:g	,	preg	,	g
G_1495	,	DUT.I57.I169.net010	,	DUT.I57.I169.I139.M126:g	,	nreg	,	g
G_1496	,	DUT.I57.I169.net010	,	DUT.I57.I169.I139.M54:g	,	nreg	,	g
G_1497	,	DUT.I57.I169.net13	,	DUT.I57.I169.I160.ptrans23:g	,	preg	,	g
G_1498	,	DUT.I57.I169.net13	,	DUT.I57.I169.I160.ntrans20:g	,	nreg	,	g
G_1499	,	DUT.I57.I169.net13	,	DUT.I57.I169.I141.M127:g	,	preg	,	g
G_1500	,	DUT.I57.I169.net13	,	DUT.I57.I169.I141.M55:g	,	preg	,	g
G_1501	,	DUT.I57.I169.net13	,	DUT.I57.I169.I141.M126:g	,	nreg	,	g
G_1502	,	DUT.I57.I169.net13	,	DUT.I57.I169.I141.M54:g	,	nreg	,	g
G_1503	,	DUT.I57.I169.net18	,	DUT.I57.I169.I138.M129:g	,	preg	,	g
G_1504	,	DUT.I57.I169.net18	,	DUT.I57.I169.I138.M43:g	,	preg	,	g
G_1505	,	DUT.I57.I169.net18	,	DUT.I57.I169.I138.M45:g	,	nreg	,	g
G_1506	,	DUT.I57.I169.net19	,	DUT.I57.I169.I141.M129:g	,	preg	,	g
G_1507	,	DUT.I57.I169.net19	,	DUT.I57.I169.I141.M43:g	,	preg	,	g
G_1508	,	DUT.I57.I169.net19	,	DUT.I57.I169.I141.M45:g	,	nreg	,	g
G_1509	,	DUT.I57.I169.net22	,	DUT.I57.I169.I141.M122:g	,	preg	,	g
G_1510	,	DUT.I57.I169.net22	,	DUT.I57.I169.I141.M124:g	,	nreg	,	g
G_1511	,	DUT.I57.I169.net23	,	DUT.I57.I169.I140.M127:g	,	preg	,	g
G_1512	,	DUT.I57.I169.net23	,	DUT.I57.I169.I140.M55:g	,	preg	,	g
G_1513	,	DUT.I57.I169.net23	,	DUT.I57.I169.I140.M126:g	,	nreg	,	g
G_1514	,	DUT.I57.I169.net23	,	DUT.I57.I169.I140.M54:g	,	nreg	,	g
G_1515	,	DUT.I57.I169.net14	,	DUT.I57.I169.I139.M129:g	,	preg	,	g
G_1516	,	DUT.I57.I169.net14	,	DUT.I57.I169.I139.M43:g	,	preg	,	g
G_1517	,	DUT.I57.I169.net14	,	DUT.I57.I169.I139.M45:g	,	nreg	,	g
G_1518	,	DUT.I57.I169.net14	,	DUT.I57.I169.I138.M122:g	,	preg	,	g
G_1519	,	DUT.I57.I169.net14	,	DUT.I57.I169.I138.M124:g	,	nreg	,	g
G_1520	,	DUT.I57.I169.net24	,	DUT.I57.I169.I138.M127:g	,	preg	,	g
G_1521	,	DUT.I57.I169.net24	,	DUT.I57.I169.I138.M55:g	,	preg	,	g
G_1522	,	DUT.I57.I169.net24	,	DUT.I57.I169.I138.M126:g	,	nreg	,	g
G_1523	,	DUT.I57.I169.net24	,	DUT.I57.I169.I138.M54:g	,	nreg	,	g
G_1524	,	DUT.I57.I169.I0.net39	,	DUT.I57.I169.I0.ptrans25:g	,	preg	,	g
G_1525	,	DUT.I57.I169.I0.net39	,	DUT.I57.I169.I0.ntrans22:g	,	nreg	,	g
G_1526	,	DUT.I57.I169.I160.net39	,	DUT.I57.I169.I160.ptrans25:g	,	preg	,	g
G_1527	,	DUT.I57.I169.I160.net39	,	DUT.I57.I169.I160.ntrans22:g	,	nreg	,	g
G_1528	,	DUT.I57.I169.I153.net39	,	DUT.I57.I169.I153.ptrans25:g	,	preg	,	g
G_1529	,	DUT.I57.I169.I153.net39	,	DUT.I57.I169.I153.ntrans22:g	,	nreg	,	g
G_1530	,	DUT.I57.I169.I141.b	,	DUT.I57.I169.I141.M131:g	,	preg	,	g
G_1531	,	DUT.I57.I169.I141.b	,	DUT.I57.I169.I141.M49:g	,	preg	,	g
G_1532	,	DUT.I57.I169.I141.b	,	DUT.I57.I169.I141.M121:g	,	nreg	,	g
G_1533	,	DUT.I57.I169.I141.b	,	DUT.I57.I169.I141.M130:g	,	nreg	,	g
G_1534	,	DUT.I57.I169.I141.b	,	DUT.I57.I169.I141.M51:g	,	nreg	,	g
G_1535	,	DUT.I57.I169.I141.a	,	DUT.I57.I169.I141.M125:g	,	preg	,	g
G_1536	,	DUT.I57.I169.I141.a	,	DUT.I57.I169.I141.M52:g	,	nreg	,	g
G_1537	,	DUT.I57.I169.I140.b	,	DUT.I57.I169.I140.M131:g	,	preg	,	g
G_1538	,	DUT.I57.I169.I140.b	,	DUT.I57.I169.I140.M49:g	,	preg	,	g
G_1539	,	DUT.I57.I169.I140.b	,	DUT.I57.I169.I140.M121:g	,	nreg	,	g
G_1540	,	DUT.I57.I169.I140.b	,	DUT.I57.I169.I140.M130:g	,	nreg	,	g
G_1541	,	DUT.I57.I169.I140.b	,	DUT.I57.I169.I140.M51:g	,	nreg	,	g
